n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,lut,ff,dsp,bram
2118,256,15,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
2120,256,15,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
2122,256,15,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
2123,256,15,4,1,0,4096,0.001385,7747,43678,8801,0,17.5
2127,256,15,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
2128,256,15,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
2131,256,15,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
2134,256,15,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
2138,256,15,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
2139,256,15,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
2141,256,15,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
2142,256,15,5,1,0,1024,0.001353,8146,46093,9502,0,33.5
2144,256,15,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
2145,256,15,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
2146,256,15,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
2147,256,15,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
2148,256,15,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
2149,256,15,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
2150,256,15,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
2151,256,15,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
2153,256,15,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
2154,256,15,5,2,0,32768,0.001638,7656,42887,8658,0,17.5
2155,256,15,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
2158,256,15,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
2160,256,15,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
2161,256,15,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
2162,256,15,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
2163,256,15,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
2164,256,15,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
2166,256,15,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
2167,256,15,6,1,0,16384,0.001182,7059,42771,8650,0,17.5
2168,256,15,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
2170,256,15,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
2172,256,15,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
2173,256,15,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
2174,256,15,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
2175,256,15,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
2176,256,15,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
2178,256,15,6,3,0,2048,0.001648,7941,44467,9354,0,17.5
2181,256,15,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
2183,256,15,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
2185,256,15,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
2186,256,15,7,1,0,4096,0.001618,7953,43860,8879,0,17.5
2188,256,15,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
2190,256,15,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
2192,256,15,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
2193,256,15,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
2194,256,15,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
2195,256,15,7,2,0,16384,0.000959,6994,42997,8678,0,17.5
2196,256,15,7,2,0,32768,0.000938,7846,42873,8652,0,17.5
2197,256,15,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
2199,256,15,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
2201,256,15,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
2202,256,15,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
2203,256,15,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
2204,256,15,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
2205,256,1,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2206,256,1,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2207,256,1,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2208,256,1,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2209,256,1,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2210,256,1,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2211,256,1,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2215,256,1,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2216,256,1,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2217,256,1,3,1,1,1,0.001404,7538,42777,8590,0,17.5
2218,256,1,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2220,256,1,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2221,256,1,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2223,256,1,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2224,256,1,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2225,256,1,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2227,256,1,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2229,256,1,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2230,256,1,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2231,256,1,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2232,256,1,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2233,256,1,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2234,256,1,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2237,256,1,6,2,1,1,0.000872,7616,42768,8547,0,17.5
2238,256,1,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2239,256,1,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2240,256,1,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2241,256,1,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2243,256,1,7,2,1,1,0.000934,7676,42831,8620,0,17.5
2244,256,1,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2245,256,1,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2247,256,2,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2248,256,2,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2249,256,2,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2250,256,2,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2251,256,2,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2252,256,2,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2253,256,2,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2257,256,2,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2258,256,2,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2259,256,2,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2260,256,2,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2261,256,2,3,2,1,1,0.001841,7128,42754,8559,0,17.5
2262,256,2,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2263,256,2,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2264,256,2,3,3,1,2,0.001772,7752,42947,8663,0,17.5
2265,256,2,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2266,256,2,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2267,256,2,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2269,256,2,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2271,256,2,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2272,256,2,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2273,256,2,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2274,256,2,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2275,256,2,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2276,256,2,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2278,256,2,6,1,1,2,0.001317,7111,42792,8625,0,17.5
2279,256,2,6,2,1,1,0.000872,7616,42768,8547,0,17.5
2280,256,2,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2281,256,2,6,3,1,1,0.001664,7095,42903,8714,0,17.5
2282,256,2,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2283,256,2,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2285,256,2,7,2,1,1,0.000934,7676,42831,8620,0,17.5
2286,256,2,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2287,256,2,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2289,256,3,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2290,256,3,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2291,256,3,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2292,256,3,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2293,256,3,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2294,256,3,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2295,256,3,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2299,256,3,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2300,256,3,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2301,256,3,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2302,256,3,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2304,256,3,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2305,256,3,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2307,256,3,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2308,256,3,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2309,256,3,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2310,256,3,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2316,256,3,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2317,256,3,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2318,256,3,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2320,256,3,6,1,1,2,0.001317,7111,42792,8625,0,17.5
2321,256,3,6,2,1,1,0.000872,7616,42768,8547,0,17.5
2322,256,3,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2328,256,3,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2329,256,3,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2331,256,4,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2332,256,4,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2333,256,4,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2334,256,4,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2335,256,4,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2336,256,4,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2337,256,4,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2338,256,4,2,1,1,2,0.001929,7593,42755,8548,0,17.5
2341,256,4,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2342,256,4,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2343,256,4,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2344,256,4,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2345,256,4,3,2,1,1,0.001824,7136,42754,8559,0,17.5
2347,256,4,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2349,256,4,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2350,256,4,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2351,256,4,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2352,256,4,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2353,256,4,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2354,256,4,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2355,256,4,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2356,256,4,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2357,256,4,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2364,256,4,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2365,256,4,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2366,256,4,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2367,256,4,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2369,256,4,7,2,1,1,0.000934,7676,42831,8620,0,17.5
2376,256,5,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2377,256,5,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2378,256,5,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2379,256,5,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2383,256,5,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2384,256,5,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2385,256,5,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2386,256,5,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2388,256,5,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2389,256,5,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2390,256,5,3,3,1,2,0.001772,7752,42947,8663,0,17.5
2391,256,5,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2392,256,5,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2393,256,5,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2400,256,5,5,2,1,2,0.001326,7466,42937,8622,0,17.5
2401,256,5,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2402,256,5,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2404,256,5,6,1,1,2,0.001317,7111,42792,8625,0,17.5
2405,256,5,6,2,1,1,0.000872,7616,42768,8547,0,17.5
2412,256,5,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2413,256,5,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2415,256,6,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2417,256,6,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2418,256,6,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2419,256,6,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2420,256,6,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2421,256,6,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2422,256,6,2,1,1,2,0.001976,7597,42753,8548,0,17.5
2425,256,6,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2426,256,6,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2427,256,6,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2428,256,6,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2430,256,6,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2431,256,6,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2433,256,6,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2434,256,6,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2435,256,6,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2436,256,6,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2437,256,6,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2438,256,6,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2439,256,6,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2440,256,6,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2441,256,6,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2448,256,6,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2449,256,6,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2450,256,6,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2451,256,6,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2461,256,7,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2462,256,7,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2463,256,7,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2466,256,7,2,2,1,2,0.001542,7180,42832,8536,0,17.5
2467,256,7,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2468,256,7,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2469,256,7,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2470,256,7,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2472,256,7,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2473,256,7,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2475,256,7,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2476,256,7,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2477,256,7,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2479,256,7,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2481,256,7,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2482,256,7,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2483,256,7,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2484,256,7,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2485,256,7,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2486,256,7,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2488,256,7,6,1,1,2,0.001317,7111,42792,8625,0,17.5
2496,256,7,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2497,256,7,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2499,256,8,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2509,256,8,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2510,256,8,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2511,256,8,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2512,256,8,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2520,256,8,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2521,256,8,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2522,256,8,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2523,256,8,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2524,256,8,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2525,256,8,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2526,256,8,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2527,256,8,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2528,256,8,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2531,256,8,6,2,1,1,0.000872,7616,42768,8547,0,17.5
2532,256,8,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2533,256,8,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2534,256,8,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2535,256,8,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2536,256,8,7,1,1,2,0.001589,7161,42889,8675,0,17.5
2537,256,8,7,2,1,1,0.000934,7676,42831,8620,0,17.5
2538,256,8,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2539,256,8,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2541,256,9,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2542,256,9,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2543,256,9,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2544,256,9,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2545,256,9,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2546,256,9,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2547,256,9,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2551,256,9,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2552,256,9,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2553,256,9,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2554,256,9,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2556,256,9,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2557,256,9,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2559,256,9,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2560,256,9,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2561,256,9,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2562,256,9,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2563,256,9,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2565,256,9,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2566,256,9,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2567,256,9,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2568,256,9,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2569,256,9,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2570,256,9,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2580,256,9,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2581,256,9,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2583,256,10,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2592,256,10,2,2,1,2,0.001542,7180,42832,8536,0,17.5
2593,256,10,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2594,256,10,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2595,256,10,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2605,256,10,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2606,256,10,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2607,256,10,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2616,256,10,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2617,256,10,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2618,256,10,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2619,256,10,7,1,1,1,0.001440,7031,42809,8635,0,17.5
2628,256,11,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2629,256,11,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2630,256,11,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2631,256,11,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2640,256,11,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2641,256,11,3,3,1,1,0.001644,7136,42952,8655,0,17.5
2643,256,11,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2644,256,11,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2645,256,11,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2647,256,11,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2649,256,11,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2650,256,11,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2651,256,11,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2652,256,11,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2653,256,11,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2654,256,11,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2664,256,11,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2665,256,11,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2667,256,12,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2668,256,12,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2669,256,12,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2670,256,12,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2671,256,12,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2672,256,12,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2673,256,12,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2676,256,12,2,2,1,2,0.001542,7180,42832,8536,0,17.5
2677,256,12,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2678,256,12,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2679,256,12,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2680,256,12,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2682,256,12,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2683,256,12,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2685,256,12,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2686,256,12,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2687,256,12,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2688,256,12,4,2,1,2,0.001370,7102,42802,8559,0,17.5
2689,256,12,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2690,256,12,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2691,256,12,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2700,256,12,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2701,256,12,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2702,256,12,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2703,256,12,7,1,1,1,0.001449,7034,42808,8635,0,17.5
2712,256,13,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2713,256,13,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2714,256,13,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2715,256,13,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2724,256,13,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2725,256,13,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2726,256,13,3,3,1,2,0.001772,7752,42947,8663,0,17.5
2727,256,13,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2728,256,13,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2729,256,13,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2731,256,13,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2732,256,13,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2733,256,13,5,1,1,1,0.001357,7546,42755,8613,0,17.5
2734,256,13,5,1,1,2,0.001606,7622,42941,8641,0,17.5
2735,256,13,5,2,1,1,0.001589,7413,42800,8625,0,17.5
2736,256,13,5,2,1,2,0.001334,7463,42937,8622,0,17.5
2737,256,13,5,3,1,1,0.001591,9337,52920,8634,0,17.5
2738,256,13,5,3,1,2,0.001535,7412,44235,8642,0,17.5
2748,256,13,7,2,1,2,0.000948,7164,42898,8638,0,17.5
2749,256,13,7,3,1,1,0.001517,7316,44129,8741,0,17.5
2751,256,14,1,1,1,1,0.002331,7530,42680,8544,0,17.5
2752,256,14,1,1,1,2,0.002350,7145,42743,8569,0,17.5
2753,256,14,1,2,1,1,0.002122,7549,42729,8539,0,17.5
2754,256,14,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2755,256,14,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2756,256,14,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2757,256,14,2,1,1,1,0.002038,7495,42735,8501,0,17.5
2760,256,14,2,2,1,2,0.001542,7180,42832,8536,0,17.5
2761,256,14,2,3,1,1,0.001631,7637,42926,8613,0,17.5
2762,256,14,2,3,1,2,0.001740,7657,42896,8622,0,17.5
2763,256,14,3,1,1,1,0.001315,7524,42775,8590,0,17.5
2764,256,14,3,1,1,2,0.001498,7612,42868,8608,0,17.5
2767,256,14,3,3,1,1,0.001646,7124,42951,8655,0,17.5
2769,256,14,4,1,1,1,0.001358,7569,42687,8562,0,17.5
2770,256,14,4,1,1,2,0.001471,8003,42740,8600,0,17.5
2771,256,14,4,2,1,1,0.001623,7515,42749,8553,0,17.5
2773,256,14,4,3,1,1,0.001492,7212,42885,8637,0,17.5
2774,256,14,4,3,1,2,0.001462,6985,42892,8654,0,17.5
2784,256,14,6,2,1,2,0.000975,7705,42792,8554,0,17.5
2785,256,14,6,3,1,1,0.001628,7087,42901,8714,0,17.5
2786,256,14,6,3,1,2,0.001684,7170,43090,8739,0,17.5
2796,256,15,1,2,1,2,0.001741,7264,42780,8563,0,17.5
2797,256,15,1,3,1,1,0.001863,7135,42822,8654,0,17.5
2798,256,15,1,3,1,2,0.001717,7142,42902,8666,0,17.5
2808,256,15,3,2,1,2,0.001748,7540,42826,8571,0,17.5
2809,256,15,3,3,1,1,0.001646,7124,42951,8655,0,17.5
