n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,knob_I_B,knob_DATA_BLOCK,obj1,obj2,FF
427,1024,1,2,1,1,2,0,524288,9.754506,2424.59,54
428,1024,1,2,1,1,2,0,262144,9.754506,2500.134,54
429,1024,1,2,1,1,2,0,131072,9.813608,2649.892,54
430,1024,1,2,1,1,2,0,65536,9.972109,2991.17,54
431,1024,1,2,1,1,2,0,32768,10.444924,3643.136,54
432,1024,1,2,1,1,4,0,1048576,8.131789,2405.438,57
433,1024,1,2,1,1,4,0,524288,8.279288,2484.174,57
434,1024,1,2,1,1,4,0,262144,8.28896,2558.122,57
435,1024,1,2,1,1,4,0,131072,8.380844,2706.284,57
436,1024,1,2,1,1,4,0,65536,8.538015,3048.892,57
437,1024,1,2,1,1,4,0,32768,8.968422,3689.952,57
438,1024,1,2,1,1,8,0,1048576,7.680414,2407.034,58
439,1024,1,2,1,1,8,0,524288,7.819726,2486.568,58
440,1024,1,2,1,1,8,0,262144,7.828861,2561.846,58
441,1024,1,2,1,1,8,0,131072,7.915646,2710.806,58
442,1024,1,2,1,1,8,0,65536,8.064093,3060.862,58
443,1024,1,2,1,1,8,0,32768,8.244513,3686.494,58
444,1024,1,2,1,1,16,0,1048576,7.454727,2408.896,59
445,1024,1,2,1,1,16,0,524288,7.589945,2488.43,59
446,1024,1,2,1,1,16,0,262144,7.598812,2563.708,59
447,1024,1,2,1,1,16,0,131072,7.683046,2712.668,59
448,1024,1,2,1,1,16,0,65536,7.827131,3056.872,59
449,1024,1,2,1,1,16,0,32768,8.01555,3684.632,59
450,1024,1,2,1,2,1,0,1048576,11.499462,2420.068,65
451,1024,1,2,1,2,1,0,524288,11.702564,2480.45,65
452,1024,1,2,1,2,1,0,262144,11.721907,2556.526,65
453,1024,1,2,1,2,1,0,131072,11.837966,2767.198,75
454,1024,1,2,1,2,1,0,65536,12.444049,3292.814,97
455,1024,1,2,1,2,1,0,32768,12.456944,4121.138,129
456,1024,1,2,1,2,2,0,1048576,13.301659,2352.504,54
457,1024,1,2,1,2,2,0,524288,13.534823,2412.886,54
458,1024,1,2,1,2,2,0,262144,13.576191,2490.824,54
459,1024,1,2,1,2,2,0,131072,13.745424,2702.294,64
460,1024,1,2,1,2,2,0,65536,14.286967,3222.058,86
461,1024,1,2,1,2,2,0,32768,14.636714,4055.702,118
462,1024,1,2,1,2,4,0,1048576,11.744546,2399.32,57
463,1024,1,2,1,2,4,0,524288,11.957575,2479.12,57
464,1024,1,2,1,2,4,0,262144,11.954083,2554.664,57
465,1024,1,2,1,2,4,0,131072,12.27188,2760.016,67
466,1024,1,2,1,2,4,0,65536,12.736354,3294.144,89
467,1024,1,2,1,2,4,0,32768,12.767784,4080.174,121
468,1024,1,2,1,2,8,0,1048576,11.293171,2404.108,58
469,1024,1,2,1,2,8,0,524288,11.498013,2483.908,58
470,1024,1,2,1,2,8,0,262144,11.494655,2560.516,58
471,1024,1,2,1,2,8,0,131072,11.800239,2765.336,68
472,1024,1,2,1,2,8,0,65536,12.199849,3267.81,90
473,1024,1,2,1,2,8,0,32768,12.535655,4090.548,122
474,1024,1,2,1,2,16,0,1048576,11.067484,2408.63,59
475,1024,1,2,1,2,16,0,524288,11.268233,2488.43,59
476,1024,1,2,1,2,16,0,262144,11.264942,2565.038,59
477,1024,1,2,1,2,16,0,131072,11.564419,2769.858,69
478,1024,1,2,1,2,16,0,65536,11.956042,3273.662,91
479,1024,1,2,1,2,16,0,32768,12.239065,4092.41,123
480,1024,1,2,1,4,1,0,1048576,11.011766,2421.664,65
481,1024,1,2,1,4,1,0,524288,11.211628,2481.514,65
482,1024,1,2,1,4,1,0,262144,11.243864,2558.654,65
483,1024,1,2,1,4,1,0,131072,11.350242,2770.124,75
484,1024,1,2,1,4,1,0,65536,11.953052,3300.262,97
485,1024,1,2,1,4,1,0,32768,11.853121,4121.404,129
486,1024,1,2,1,4,2,0,1048576,12.819393,2354.632,54
487,1024,1,2,1,4,2,0,524288,13.056302,2415.014,54
488,1024,1,2,1,4,2,0,262144,13.093907,2492.686,54
489,1024,1,2,1,4,2,0,131072,13.236804,2704.422,64
490,1024,1,2,1,4,2,0,65536,13.958811,3226.048,86
491,1024,1,2,1,4,2,0,32768,13.962572,4052.776,118
492,1024,1,2,1,4,4,0,1048576,11.743664,2397.724,57
493,1024,1,2,1,4,4,0,524288,11.956677,2478.322,57
494,1024,1,2,1,4,4,0,262144,11.953185,2555.728,57
495,1024,1,2,1,4,4,0,131072,12.103342,2753.366,66
496,1024,1,2,1,4,4,0,65536,12.686509,3261.692,89
497,1024,1,2,1,4,4,0,32768,13.035712,4079.908,121
498,1024,1,2,1,4,8,0,1048576,11.29229,2403.31,58
499,1024,1,2,1,4,8,0,524288,11.497116,2483.908,58
500,1024,1,2,1,4,8,0,262144,11.493758,2560.25,58
501,1024,1,2,1,4,8,0,131072,11.799318,2760.814,67
502,1024,1,2,1,4,8,0,65536,12.198896,3266.48,90
503,1024,1,2,1,4,8,0,32768,12.23919,4103.582,122
504,1024,1,2,1,4,16,0,1048576,11.066603,2407.832,59
505,1024,1,2,1,4,16,0,524288,11.267335,2488.43,59
506,1024,1,2,1,4,16,0,262144,11.264044,2564.772,59
507,1024,1,2,1,4,16,0,131072,11.405544,2764.006,68
508,1024,1,2,1,4,16,0,65536,11.95509,3297.07,91
509,1024,1,2,1,4,16,0,32768,12.126206,4090.282,123
510,1024,1,2,1,8,1,0,1048576,10.842238,2429.644,65
511,1024,1,2,1,8,1,0,524288,11.038901,2510.508,65
512,1024,1,2,1,8,1,0,262144,11.051797,2586.318,65
513,1024,1,2,1,8,1,0,131072,11.319387,2791.67,75
514,1024,1,2,1,8,1,0,65536,11.625665,3311.168,97
515,1024,1,2,1,8,1,0,32768,11.793311,4141.088,129
516,1024,1,2,1,8,2,0,1048576,12.647735,2360.75,54
517,1024,1,2,1,8,2,0,524288,12.877147,2441.614,54
518,1024,1,2,1,8,2,0,262144,12.89219,2515.828,54
519,1024,1,2,1,8,2,0,131072,13.20434,2724.638,64
520,1024,1,2,1,8,2,0,65536,13.663164,3242.008,86
521,1024,1,2,1,8,2,0,32768,14.039249,4040.54,118
522,1024,1,2,1,8,4,0,1048576,11.825312,2384.158,57
523,1024,1,2,1,8,4,0,524288,12.038349,2446.668,57
524,1024,1,2,1,8,4,0,262144,12.034857,2523.01,57
525,1024,1,2,1,8,4,0,131072,12.181538,2742.992,67
526,1024,1,2,1,8,4,0,65536,12.621582,3275.524,89
527,1024,1,2,1,8,4,0,32768,12.928915,4086.824,121
528,1024,1,2,1,8,8,0,1048576,11.370851,2386.818,58
529,1024,1,2,1,8,8,0,524288,11.575701,2446.668,58
530,1024,1,2,1,8,8,0,262144,11.572342,2521.68,58
531,1024,1,2,1,8,8,0,131072,11.713387,2734.48,68
532,1024,1,2,1,8,8,0,65536,12.32122,3261.958,90
533,1024,1,2,1,8,8,0,32768,12.391742,4090.814,122
534,1024,1,2,1,8,16,0,1048576,11.14362,2393.202,59
535,1024,1,2,1,8,16,0,524288,11.344376,2453.052,59
536,1024,1,2,1,8,16,0,262144,11.341085,2529.128,59
537,1024,1,2,1,8,16,0,131072,11.479311,2739.8,69
538,1024,1,2,1,8,16,0,65536,12.038796,3268.342,91
539,1024,1,2,1,8,16,0,32768,12.213223,4101.188,123
540,1024,1,2,1,16,1,0,1048576,10.842018,2429.112,65
541,1024,1,2,1,16,1,0,524288,11.038676,2509.976,65
542,1024,1,2,1,16,1,0,262144,11.051572,2586.052,65
543,1024,1,2,1,16,1,0,131072,11.319157,2791.404,75
544,1024,1,2,1,16,1,0,65536,11.712474,3309.572,97
545,1024,1,2,1,16,1,0,32768,11.770504,4128.586,129
546,1024,1,2,1,16,2,0,1048576,12.647514,2360.75,54
547,1024,1,2,1,16,2,0,524288,12.876922,2441.614,54
548,1024,1,2,1,16,2,0,262144,12.873161,2517.158,54
549,1024,1,2,1,16,2,0,131072,13.215393,2724.638,64
550,1024,1,2,1,16,2,0,65536,13.662926,3237.752,86
551,1024,1,2,1,16,2,0,32768,14.20824,4048.254,118
552,1024,1,2,1,16,4,0,1048576,11.744766,2403.576,57
553,1024,1,2,1,16,4,0,524288,11.957799,2484.44,57
554,1024,1,2,1,16,4,0,262144,11.954307,2559.186,57
555,1024,1,2,1,16,4,0,131072,12.083524,2765.602,67
556,1024,1,2,1,16,4,0,65536,12.736593,3272.864,89
557,1024,1,2,1,16,4,0,32768,13.036935,4089.484,121
558,1024,1,2,1,16,8,0,1048576,11.370629,2392.404,58
559,1024,1,2,1,16,8,0,524288,11.575475,2454.382,58
560,1024,1,2,1,16,8,0,262144,11.572117,2536.044,58
561,1024,1,2,1,16,8,0,131072,11.713158,2754.696,68
562,1024,1,2,1,16,8,0,65536,12.116134,3297.336,90
563,1024,1,2,1,16,8,0,32768,12.616495,4088.154,122
564,1024,1,2,1,16,16,0,1048576,11.067705,2410.758,59
565,1024,1,2,1,16,16,0,524288,11.268457,2491.622,59
566,1024,1,2,1,16,16,0,262144,11.281621,2567.964,59
567,1024,1,2,1,16,16,0,131072,11.564649,2773.582,69
568,1024,1,2,1,16,16,0,65536,12.002355,3281.642,91
569,1024,1,2,1,16,16,0,32768,12.127414,4100.124,123
570,1024,1,2,2,1,2,0,1048576,7.600918,2409.162,64
571,1024,1,2,2,1,2,0,524288,7.729893,2472.204,64
572,1024,1,2,2,1,2,0,262144,7.729893,2546.418,64
573,1024,1,2,2,1,2,0,131072,7.837372,2768.262,74
574,1024,1,2,2,1,2,0,65536,8.144762,3261.958,96
575,1024,1,2,2,1,2,0,32768,8.290933,4136.3,128
576,1024,1,2,2,1,4,0,1048576,8.554942,2348.248,54
577,1024,1,2,2,1,4,0,524288,8.697604,2410.492,54
578,1024,1,2,2,1,4,0,262144,8.697604,2487.366,54
579,1024,1,2,2,1,4,0,131072,8.816087,2709.476,64
580,1024,1,2,2,1,4,0,65536,9.161864,3201.842,86
581,1024,1,2,2,1,4,0,32768,9.159446,4069.8,118
582,1024,1,2,2,1,8,0,1048576,7.680414,2395.862,57
583,1024,1,2,2,1,8,0,524288,7.819726,2476.194,57
584,1024,1,2,2,1,8,0,262144,7.817442,2551.206,57
585,1024,1,2,2,1,8,0,131072,8.025268,2765.07,67
586,1024,1,2,2,1,8,0,65536,8.244513,3247.86,89
587,1024,1,2,2,1,8,0,32768,8.539123,4105.71,121
588,1024,1,2,2,1,16,0,1048576,7.454727,2400.65,58
589,1024,1,2,2,1,16,0,524288,7.589945,2480.982,58
590,1024,1,2,2,1,16,0,262144,7.587729,2555.728,58
591,1024,1,2,2,1,16,0,131072,7.780581,2772.518,68
592,1024,1,2,2,1,16,0,65536,8.00225,3249.988,90
593,1024,1,2,2,1,16,0,32768,8.195102,4113.158,122
594,1024,1,2,2,2,2,0,1048576,7.613522,2411.024,63
595,1024,1,2,2,2,2,0,524288,7.744679,2473.8,63
596,1024,1,2,2,2,2,0,262144,7.742528,2547.482,63
597,1024,1,2,2,2,2,0,131072,7.925287,2768.262,73
598,1024,1,2,2,2,2,0,65536,8.17685,3280.844,95
599,1024,1,2,2,2,2,0,32768,8.262854,4196.682,127
600,1024,1,2,2,2,4,0,1048576,8.60033,2361.814,54
601,1024,1,2,2,2,4,0,524288,8.745443,2424.324,54
602,1024,1,2,2,2,4,0,262144,8.730931,2498.006,54
603,1024,1,2,2,2,4,0,131072,8.81558,2727.298,64
604,1024,1,2,2,2,4,0,65536,9.018738,3235.89,86
605,1024,1,2,2,2,4,0,32768,9.337985,4158.644,118
606,1024,1,2,2,2,8,0,1048576,7.682178,2407.832,57
607,1024,1,2,2,2,8,0,524288,7.821521,2487.366,57
608,1024,1,2,2,2,8,0,262144,7.819237,2563.708,57
609,1024,1,2,2,2,8,0,131072,7.917463,2778.37,67
610,1024,1,2,2,2,8,0,65536,8.157317,3276.056,89
611,1024,1,2,2,2,8,0,32768,8.330925,4179.392,121
612,1024,1,2,2,2,16,0,1048576,7.456491,2412.62,58
613,1024,1,2,2,2,16,0,524288,7.591741,2492.154,58
614,1024,1,2,2,2,16,0,262144,7.589523,2568.762,58
615,1024,1,2,2,2,16,0,131072,7.684864,2784.222,68
616,1024,1,2,2,2,16,0,65536,7.917671,3278.45,90
617,1024,1,2,2,2,16,0,32768,8.037401,4196.948,122
618,1024,1,2,2,4,2,0,1048576,7.38686,2410.758,63
619,1024,1,2,2,4,2,0,524288,7.5223,2473.534,63
620,1024,1,2,2,4,2,0,262144,7.545949,2548.014,63
621,1024,1,2,2,4,2,0,131072,7.638392,2774.114,73
622,1024,1,2,2,4,2,0,65536,7.902823,3284.834,95
623,1024,1,2,2,4,2,0,32768,8.35429,4188.436,127
624,1024,1,2,2,4,4,0,1048576,8.369662,2367.4,54
625,1024,1,2,2,4,4,0,524288,8.51234,2429.91,54
626,1024,1,2,2,4,4,0,262144,8.517177,2504.656,54
627,1024,1,2,2,4,4,0,131072,8.58247,2732.352,64
628,1024,1,2,2,4,4,0,65536,8.768677,3244.136,86
629,1024,1,2,2,4,4,0,32768,9.056453,4162.9,118
630,1024,1,2,2,4,8,0,1048576,7.681296,2409.694,57
631,1024,1,2,2,4,8,0,524288,7.820624,2489.228,57
632,1024,1,2,2,4,8,0,262144,7.81834,2566.634,57
633,1024,1,2,2,4,8,0,131072,7.916554,2782.892,67
634,1024,1,2,2,4,8,0,65536,8.156381,3278.716,89
635,1024,1,2,2,4,8,0,32768,8.27972,4180.722,121
636,1024,1,2,2,4,16,0,1048576,7.455609,2415.28,58
637,1024,1,2,2,4,16,0,524288,7.590843,2494.814,58
638,1024,1,2,2,4,16,0,262144,7.599711,2570.358,58
639,1024,1,2,2,4,16,0,131072,7.683955,2787.414,68
640,1024,1,2,2,4,16,0,65536,7.916735,3283.504,90
641,1024,1,2,2,4,16,0,32768,8.05862,4188.968,122
642,1024,1,2,2,8,2,0,1048576,7.231244,2417.408,63
643,1024,1,2,2,8,2,0,524288,7.362409,2497.74,63
644,1024,1,2,2,8,2,0,262144,7.360258,2573.284,63
645,1024,1,2,2,8,2,0,131072,7.55593,2789.542,73
646,1024,1,2,2,8,2,0,65536,7.751601,3300.262,95
647,1024,1,2,2,8,2,0,32768,7.764503,4200.938,127
648,1024,1,2,2,8,4,0,1048576,8.133993,2371.922,54
649,1024,1,2,2,8,4,0,524288,8.281532,2451.988,54
650,1024,1,2,2,8,4,0,262144,8.291206,2525.67,54
651,1024,1,2,2,8,4,0,131072,8.472607,2745.386,64
652,1024,1,2,2,8,4,0,65536,8.622564,3242.54,86
653,1024,1,2,2,8,4,0,32768,8.791871,4151.728,118
654,1024,1,2,2,8,8,0,1048576,7.735161,2395.862,57
655,1024,1,2,2,8,8,0,524288,7.874513,2462.628,57
656,1024,1,2,2,8,8,0,262144,7.885935,2538.97,57
657,1024,1,2,2,8,8,0,131072,7.968175,2766.666,67
658,1024,1,2,2,8,8,0,65536,8.379377,3293.878,89
659,1024,1,2,2,8,8,0,32768,8.797432,4171.944,121
660,1024,1,2,2,8,16,0,1048576,7.50793,2399.32,58
661,1024,1,2,2,8,16,0,524288,7.643188,2461.83,58
662,1024,1,2,2,8,16,0,262144,7.654275,2537.374,58
663,1024,1,2,2,8,16,0,131072,7.734099,2757.622,68
664,1024,1,2,2,8,16,0,65536,7.966921,3269.938,90
665,1024,1,2,2,8,16,0,32768,8.366043,4180.722,122
666,1024,1,2,2,16,2,0,1048576,7.231024,2416.876,63
667,1024,1,2,2,16,2,0,524288,7.362184,2497.208,63
668,1024,1,2,2,16,2,0,262144,7.370785,2572.752,63
669,1024,1,2,2,16,2,0,131072,7.5557,2789.01,73
670,1024,1,2,2,16,2,0,65536,7.751365,3296.804,95
671,1024,1,2,2,16,2,0,32768,7.764266,4199.874,127
672,1024,1,2,2,16,4,0,1048576,8.133772,2371.39,54
673,1024,1,2,2,16,4,0,524288,8.281307,2451.456,54
674,1024,1,2,2,16,4,0,262144,8.290982,2526.734,54
675,1024,1,2,2,16,4,0,131072,8.472377,2745.386,64
676,1024,1,2,2,16,4,0,65536,8.622331,3241.476,86
677,1024,1,2,2,16,4,0,32768,8.767447,4159.974,118
678,1024,1,2,2,16,8,0,1048576,7.682398,2412.088,57
679,1024,1,2,2,16,8,0,524288,7.821746,2491.356,57
680,1024,1,2,2,16,8,0,262144,7.819461,2567.166,57
681,1024,1,2,2,16,8,0,131072,7.91769,2782.626,67
682,1024,1,2,2,16,8,0,65536,8.157551,3280.312,89
683,1024,1,2,2,16,8,0,32768,8.303752,4189.5,121
684,1024,1,2,2,16,16,0,1048576,7.507708,2404.108,58
685,1024,1,2,2,16,16,0,524288,7.642962,2466.618,58
686,1024,1,2,2,16,16,0,262144,7.640745,2545.886,58
687,1024,1,2,2,16,16,0,131072,7.722784,2779.434,68
688,1024,1,2,2,16,16,0,65536,8.203934,3284.568,90
689,1024,1,2,2,16,16,0,32768,8.208369,4182.318,122
690,1024,1,2,4,1,4,0,1048576,5.741247,2409.428,62
691,1024,1,2,4,1,4,0,524288,5.83801,2473.534,62
692,1024,1,2,4,1,4,0,262144,5.826721,2545.62,62
693,1024,1,2,4,1,4,0,131072,5.95735,2765.602,72
694,1024,1,2,4,1,4,0,65536,6.192806,3264.352,94
695,1024,1,2,4,1,4,0,32768,6.187968,4139.758,126
696,1024,1,2,4,1,8,0,1048576,6.231291,2354.898,53
697,1024,1,2,4,1,8,0,524288,6.336106,2418.206,53
698,1024,1,2,4,1,8,0,262144,6.323878,2492.42,53
699,1024,1,2,4,1,8,0,131072,6.378033,2717.456,63
700,1024,1,2,4,1,8,0,65536,6.605133,3205.034,85
701,1024,1,2,4,1,8,0,32768,6.785067,4074.056,117
702,1024,1,2,4,1,16,0,1048576,5.64923,2400.118,56
703,1024,1,2,4,1,16,0,524288,5.751699,2479.918,56
704,1024,1,2,4,1,16,0,262144,5.75002,2555.728,56
705,1024,1,2,4,1,16,0,131072,5.902883,2770.39,66
706,1024,1,2,4,1,16,0,65536,6.052387,3248.924,88
707,1024,1,2,4,1,16,0,32768,6.159895,4101.454,120
708,1024,1,2,4,2,4,0,1048576,5.7415,2424.59,62
709,1024,1,2,4,2,4,0,524288,5.838294,2487.1,62
710,1024,1,2,4,2,4,0,262144,5.841521,2562.378,62
711,1024,1,2,4,2,4,0,131072,5.962514,2780.764,72
712,1024,1,2,4,2,4,0,65536,6.072213,3294.676,94
713,1024,1,2,4,2,4,0,32768,6.181913,4186.84,126
714,1024,1,2,4,2,8,0,1048576,6.173748,2376.178,53
715,1024,1,2,4,2,8,0,524288,6.280342,2438.954,53
716,1024,1,2,4,2,8,0,262144,6.290827,2513.168,53
717,1024,1,2,4,2,8,0,131072,6.404411,2739.002,63
718,1024,1,2,4,2,8,0,65536,6.671771,3272.598,85
719,1024,1,2,4,2,8,0,32768,6.656044,4137.364,117
720,1024,1,2,4,2,16,0,1048576,5.650994,2418.206,56
721,1024,1,2,4,2,16,0,524288,5.753495,2498.006,56
722,1024,1,2,4,2,16,0,262144,5.751814,2575.146,56
723,1024,1,2,4,2,16,0,131072,5.886242,2789.808,66
724,1024,1,2,4,2,16,0,65536,6.183662,3321.01,88
725,1024,1,2,4,2,16,0,32768,6.166859,4194.554,120
726,1024,1,2,4,4,4,0,1048576,5.592174,2426.984,62
727,1024,1,2,4,4,4,0,524288,5.695404,2489.494,62
728,1024,1,2,4,4,4,0,262144,5.711534,2564.772,62
729,1024,1,2,4,4,4,0,131072,5.847024,2785.552,72
730,1024,1,2,4,4,4,0,65536,5.969609,3296.272,94
731,1024,1,2,4,4,4,0,32768,6.155101,4181.786,126
732,1024,1,2,4,4,8,0,1048576,5.92472,2384.424,53
733,1024,1,2,4,4,8,0,524288,6.034793,2447.2,53
734,1024,1,2,4,4,8,0,262144,6.052265,2520.882,53
735,1024,1,2,4,4,8,0,131072,6.188546,2746.716,63
736,1024,1,2,4,4,8,0,65536,6.471591,3281.11,85
737,1024,1,2,4,4,8,0,32768,6.541478,4146.142,117
738,1024,1,2,4,4,16,0,1048576,5.650112,2423.526,56
739,1024,1,2,4,4,16,0,524288,5.752597,2503.326,56
740,1024,1,2,4,4,16,0,262144,5.750917,2580.732,56
741,1024,1,2,4,4,16,0,131072,5.885323,2795.394,66
742,1024,1,2,4,4,16,0,65536,6.182698,3330.586,88
743,1024,1,2,4,4,16,0,32768,6.165897,4191.628,120
744,1024,1,2,4,8,4,0,1048576,5.425747,2433.102,62
745,1024,1,2,4,8,4,0,524288,5.524163,2513.168,62
746,1024,1,2,4,8,4,0,262144,5.522549,2589.51,62
747,1024,1,2,4,8,4,0,131072,5.651618,2805.502,72
748,1024,1,2,4,8,4,0,65536,5.816182,3341.758,94
749,1024,1,2,4,8,4,0,32768,5.92105,4201.736,126
750,1024,1,2,4,8,8,0,1048576,5.877122,2391.872,53
751,1024,1,2,4,8,8,0,524288,5.983724,2471.406,53
752,1024,1,2,4,8,8,0,262144,5.990714,2547.482,53
753,1024,1,2,4,8,8,0,131072,6.121783,2765.07,63
754,1024,1,2,4,8,8,0,65536,6.300037,3299.464,85
755,1024,1,2,4,8,8,0,32768,6.41363,4175.402,117
756,1024,1,2,4,8,16,0,1048576,5.690085,2416.344,56
757,1024,1,2,4,8,16,0,524288,5.792594,2480.982,56
758,1024,1,2,4,8,16,0,262144,5.787553,2558.122,56
759,1024,1,2,4,8,16,0,131072,5.861494,2787.148,66
760,1024,1,2,4,8,16,0,65536,6.09676,3305.316,88
761,1024,1,2,4,8,16,0,32768,6.291695,4149.334,120
762,1024,1,2,4,16,4,0,1048576,5.425527,2432.57,62
763,1024,1,2,4,16,4,0,524288,5.523938,2512.636,62
764,1024,1,2,4,16,4,0,262144,5.530391,2588.446,62
765,1024,1,2,4,16,4,0,131072,5.651389,2805.502,72
766,1024,1,2,4,16,4,0,65536,5.815945,3340.428,94
767,1024,1,2,4,16,4,0,32768,5.92081,4192.958,126
768,1024,1,2,4,16,8,0,1048576,5.876901,2391.34,53
769,1024,1,2,4,16,8,0,524288,5.9835,2470.874,53
770,1024,1,2,4,16,8,0,262144,5.99049,2547.748,53
771,1024,1,2,4,16,8,0,131072,6.135534,2763.208,63
772,1024,1,2,4,16,8,0,65536,6.2998,3298.4,85
773,1024,1,2,4,16,8,0,32768,6.413389,4175.402,117
774,1024,1,2,4,16,16,0,1048576,5.651214,2427.782,56
775,1024,1,2,4,16,16,0,524288,5.753719,2507.582,56
776,1024,1,2,4,16,16,0,262144,5.752039,2583.658,56
777,1024,1,2,4,16,16,0,131072,5.886471,2800.448,66
778,1024,1,2,4,16,16,0,65536,6.183904,3330.586,88
779,1024,1,2,4,16,16,0,32768,6.167099,4210.514,120
780,1024,1,2,8,1,8,0,1048576,4.793683,2410.758,60
781,1024,1,2,8,1,8,0,524288,4.872995,2474.066,60
782,1024,1,2,8,1,8,0,262144,4.872995,2552.004,60
783,1024,1,2,8,1,8,0,131072,4.973815,2776.508,70
784,1024,1,2,8,1,8,0,65536,4.973815,3270.204,92
785,1024,1,2,8,1,8,0,32768,5.129751,4137.63,124
786,1024,1,2,8,1,16,0,1048576,5.073923,2359.686,52
787,1024,1,2,8,1,16,0,524288,5.157195,2419.27,52
788,1024,1,2,8,1,16,0,262144,5.150138,2494.814,52
789,1024,1,2,8,1,16,0,131072,5.193891,2719.052,62
790,1024,1,2,8,1,16,0,65536,5.401364,3209.556,84
791,1024,1,2,8,1,16,0,32768,5.38725,4061.554,116
792,1024,1,2,8,2,8,0,1048576,4.821103,2446.402,60
793,1024,1,2,8,2,8,0,524288,4.903136,2510.508,60
794,1024,1,2,8,2,8,0,262144,4.904481,2587.382,60
795,1024,1,2,8,2,8,0,131072,5.026858,2807.896,70
796,1024,1,2,8,2,8,0,65536,5.170751,3334.842,92
797,1024,1,2,8,2,8,0,32768,5.256818,4269.832,124
798,1024,1,2,8,2,16,0,1048576,4.989681,2397.99,52
799,1024,1,2,8,2,16,0,524288,5.080043,2461.298,52
800,1024,1,2,8,2,16,0,262144,5.088515,2542.162,52
801,1024,1,2,8,2,16,0,131072,5.198644,2763.74,62
802,1024,1,2,8,2,16,0,65536,5.370896,3299.198,84
803,1024,1,2,8,2,16,0,32768,5.466906,4198.544,116
804,1024,1,2,8,4,8,0,1048576,4.864533,2449.062,60
805,1024,1,2,8,4,8,0,524288,4.943861,2513.168,60
806,1024,1,2,8,4,8,0,262144,4.939827,2591.106,60
807,1024,1,2,8,4,8,0,131072,5.051424,2810.29,70
808,1024,1,2,8,4,8,0,65536,5.199323,3339.63,92
809,1024,1,2,8,4,8,0,32768,5.379491,4274.354,124
810,1024,1,2,8,4,16,0,1048576,4.888528,2401.98,52
811,1024,1,2,8,4,16,0,524288,4.973227,2465.288,52
812,1024,1,2,8,4,16,0,262144,4.96758,2546.684,52
813,1024,1,2,8,4,16,0,131072,5.083335,2776.242,62
814,1024,1,2,8,4,16,0,65536,5.180739,3308.242,84
815,1024,1,2,8,4,16,0,32768,5.470126,4219.558,116
816,1024,1,2,8,8,8,0,1048576,4.522999,2454.116,60
817,1024,1,2,8,8,8,0,524288,4.60504,2534.714,60
818,1024,1,2,8,8,8,0,262144,4.610419,2609.726,60
819,1024,1,2,8,8,8,0,131072,4.711289,2828.644,70
820,1024,1,2,8,8,8,0,65536,4.899579,3369.156,92
821,1024,1,2,8,8,8,0,32768,5.017933,4222.75,124
822,1024,1,2,8,8,16,0,1048576,4.748686,2408.896,52
823,1024,1,2,8,8,16,0,524288,4.83482,2488.962,52
824,1024,1,2,8,8,16,0,262144,4.840469,2564.772,52
825,1024,1,2,8,8,16,0,131072,4.950608,2786.084,62
826,1024,1,2,8,8,16,0,65536,5.144057,3316.488,84
827,1024,1,2,8,8,16,0,32768,5.283849,4198.544,116
828,1024,1,2,8,16,8,0,1048576,4.522778,2454.914,60
829,1024,1,2,8,16,8,0,524288,4.604815,2534.714,60
830,1024,1,2,8,16,8,0,262144,4.610195,2611.056,60
831,1024,1,2,8,16,8,0,131072,4.711059,2826.25,70
832,1024,1,2,8,16,8,0,65536,4.906065,3368.092,92
833,1024,1,2,8,16,8,0,32768,5.040551,4232.592,124
834,1024,1,2,8,16,16,0,1048576,4.748466,2408.896,52
835,1024,1,2,8,16,16,0,524288,4.834596,2488.962,52
836,1024,1,2,8,16,16,0,262144,4.840244,2564.506,52
837,1024,1,2,8,16,16,0,131072,4.950378,2785.02,62
838,1024,1,2,8,16,16,0,65536,5.143818,3314.094,84
839,1024,1,2,8,16,16,0,32768,5.261012,4198.81,116
840,1024,1,4,1,1,1,0,1048576,7.22904,2413.418,65
841,1024,1,4,1,1,1,0,524288,7.360165,2493.75,65
842,1024,1,4,1,1,1,0,262144,7.358015,2569.294,65
843,1024,1,4,1,1,1,0,131072,7.450447,2718.254,65
844,1024,1,4,1,1,1,0,65536,7.59017,3068.576,65
845,1024,1,4,1,1,1,0,32768,7.772884,3684.1,65
846,1024,1,4,1,1,2,0,1048576,9.598692,2362.878,54
847,1024,1,4,1,1,2,0,524288,9.754506,2424.59,54
848,1024,1,4,1,1,2,0,262144,9.754506,2500.134,54
849,1024,1,4,1,1,2,0,131072,9.813608,2649.892,54
850,1024,1,4,1,1,2,0,65536,9.972109,2991.17,54
851,1024,1,4,1,1,2,0,32768,10.444924,3643.136,54
852,1024,1,4,1,1,4,0,1048576,8.131789,2405.438,57
853,1024,1,4,1,1,4,0,524288,8.279288,2484.174,57
854,1024,1,4,1,1,4,0,262144,8.28896,2558.122,57
855,1024,1,4,1,1,4,0,131072,8.380844,2706.284,57
856,1024,1,4,1,1,4,0,65536,8.538015,3048.892,57
857,1024,1,4,1,1,4,0,32768,8.968422,3689.952,57
