n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
2199,16,1,5,5,4,0.622250,7298,39623,26223,252,4
2200,16,1,5,5,8,0.636396,8050,44745,26250,252,4
2201,16,1,5,5,16,0.702325,9480,53959,26245,252,4
2205,16,2,1,1,2,0.621961,1588,8039,6327,48,4
2206,16,2,1,1,4,0.633988,1605,8354,6327,54,4
2207,16,2,1,1,8,0.601382,1686,8558,6324,54,4
2208,16,2,1,1,16,0.616417,1742,8964,6327,54,4
2211,16,2,1,1,128,0.643103,2476,14696,6378,54,4
2214,16,2,1,2,8,0.664178,2426,12485,8958,96,4
2215,16,2,1,2,16,0.681372,2581,13369,8954,96,4
2216,16,2,1,2,32,0.694713,2950,15196,8989,96,4
2217,16,2,1,2,64,0.682687,3290,18537,9028,96,4
2219,16,2,1,3,2,0.692435,2773,14323,11533,120,4
2220,16,2,1,3,4,0.725788,2923,15364,11540,138,4
2221,16,2,1,3,8,0.684543,3064,16025,11519,138,4
2222,16,2,1,3,16,0.654102,3116,17194,11554,138,4
2223,16,2,1,3,32,0.680503,3630,19869,11589,138,4
2224,16,2,1,3,64,0.670544,4247,24489,11669,138,4
2225,16,2,1,3,128,0.672986,5589,34438,11894,138,4
2226,16,2,1,4,2,0.717516,3488,17048,14417,156,4
2227,16,2,1,4,4,0.770794,3527,18853,14398,183,4
2228,16,2,1,4,8,0.720713,3643,19702,14387,183,4
2229,16,2,1,4,16,0.729431,3871,21185,14388,183,4
2230,16,2,1,4,32,0.693880,4574,24885,14455,183,4
2232,16,2,1,4,128,0.735824,7191,44144,14782,183,4
2237,16,2,1,5,32,0.866473,5243,28474,16276,60,4
2239,16,2,1,5,128,0.830398,8476,52510,16814,60,4
2241,16,2,2,1,4,0.546449,1938,9521,7069,60,4
2242,16,2,2,1,8,0.580618,1885,9780,7071,60,4
2243,16,2,2,1,16,0.567934,2086,10791,7131,60,4
2244,16,2,2,1,32,0.566122,2385,12550,7142,60,4
2245,16,2,2,1,64,0.568624,2710,15576,7178,60,4
2246,16,2,2,1,128,0.582948,3568,22402,7331,60,4
2247,16,2,2,2,2,0.624123,2471,12797,10555,84,4
2248,16,2,2,2,4,0.638445,2631,14107,10551,108,4
2249,16,2,2,2,8,0.571753,2795,15008,10577,108,4
2250,16,2,2,2,16,0.640947,3108,16542,10566,108,4
2251,16,2,2,2,32,0.602209,3608,20285,10618,108,4
2252,16,2,2,2,64,0.585471,4520,26502,10734,108,4
2253,16,2,2,2,128,0.616186,6248,39496,10982,108,4
2254,16,2,2,3,2,0.640578,3010,15711,13927,120,4
2257,16,2,2,3,16,0.693722,4104,22003,13930,156,4
2260,16,2,2,3,128,0.659472,8893,56527,14570,156,4
2261,16,2,2,4,2,0.706044,3727,19234,17523,156,4
2263,16,2,2,4,8,0.681537,4528,24539,17556,210,4
2265,16,2,2,4,32,0.675567,6222,34962,17626,210,4
2266,16,2,2,4,64,0.677527,7871,47284,17874,210,4
2268,16,2,2,5,2,0.827673,4123,21417,20232,30,4
2269,16,2,2,5,4,0.752260,4810,26517,20223,90,4
2270,16,2,2,5,8,0.765883,5191,28546,20292,90,4
2271,16,2,2,5,16,0.774341,5834,32826,20291,90,4
2272,16,2,2,5,32,0.779861,7292,41548,20428,90,4
2273,16,2,2,5,64,0.819393,9811,57360,20650,90,4
2276,16,2,3,1,4,0.558960,2022,10627,7761,66,4
2277,16,2,3,1,8,0.585107,2270,11409,7756,66,4
2278,16,2,3,1,16,0.583951,2348,12450,7742,66,4
2279,16,2,3,1,32,0.573012,2808,15296,7779,66,4
2281,16,2,3,1,128,0.594979,4757,29754,8105,66,4
2285,16,2,3,2,16,0.716921,3741,20107,11812,120,4
2286,16,2,3,2,32,0.625950,4538,25716,11898,120,4
2288,16,2,3,2,128,0.702159,8634,54554,12470,120,4
2289,16,2,3,3,2,0.838752,4175,21712,19703,120,4
2290,16,2,3,3,4,0.637309,4178,22213,15829,174,4
2291,16,2,3,3,8,0.642556,4453,24104,15825,174,4
2292,16,2,3,3,16,0.674035,4995,27480,15837,174,4
2293,16,2,3,3,32,0.646913,6544,35904,15932,174,4
2294,16,2,3,3,64,0.705157,8260,50031,16223,174,4
2296,16,2,3,4,2,0.920463,5074,27111,25195,156,4
2297,16,2,3,4,4,0.717535,5282,27719,20094,237,4
2299,16,2,3,4,16,0.703858,6113,34602,20058,237,4
2300,16,2,3,4,32,0.683664,8083,45255,20159,237,4
2310,16,2,4,1,2,0.573654,1999,9697,8413,48,4
2311,16,2,4,1,4,0.610246,2206,11415,8408,75,4
2312,16,2,4,1,8,0.554408,2328,12460,8385,75,4
2313,16,2,4,1,16,0.535410,2613,13747,8400,75,4
2314,16,2,4,1,32,0.533180,3216,17596,8461,75,4
2315,16,2,4,1,64,0.538880,3925,23723,8539,75,4
2316,16,2,4,1,128,0.556886,5795,36757,8750,75,4
2317,16,2,4,2,2,0.602907,3166,15415,13152,84,4
2318,16,2,4,2,4,0.599273,3391,18317,13165,138,4
2319,16,2,4,2,8,0.644945,3906,19786,13137,138,4
2320,16,2,4,2,16,0.604393,4141,22742,13146,138,4
2325,16,2,4,3,4,0.645168,4583,24566,17820,201,4
2326,16,2,4,3,8,0.647067,4857,26787,17804,201,4
2327,16,2,4,3,16,0.590826,5818,31282,17799,201,4
2329,16,2,4,3,64,0.709668,10082,61191,18226,201,4
2332,16,2,4,4,4,0.685498,5971,30846,22705,273,4
2333,16,2,4,4,8,0.664151,6188,33665,22706,273,4
2334,16,2,4,4,16,0.673287,7138,39709,22643,273,4
2335,16,2,4,4,32,0.637851,9680,54848,22766,273,4
2338,16,2,4,5,2,0.719065,6066,30626,26766,30,4
2347,16,2,5,1,8,0.539273,2643,13768,9008,78,4
2349,16,2,5,1,32,0.558548,3688,20300,9079,78,4
2350,16,2,5,1,64,0.543367,4773,27990,9234,78,4
2351,16,2,5,1,128,0.584305,6908,44100,9544,78,4
2352,16,2,5,2,2,0.680910,4146,20542,18337,84,4
2353,16,2,5,2,4,0.619885,3933,20959,14374,144,4
2354,16,2,5,2,8,0.692542,4167,22890,14371,144,4
2355,16,2,5,2,16,0.650671,4836,26814,14358,144,4
2356,16,2,5,2,32,0.585945,6353,35991,14460,144,4
2357,16,2,5,2,64,0.609567,8413,51510,14758,144,4
2359,16,2,5,3,2,0.737637,5453,28131,25590,120,4
2360,16,2,5,3,4,0.620459,5321,28824,19630,210,4
2361,16,2,5,3,8,0.650817,5634,31409,19610,210,4
2362,16,2,5,3,16,0.654654,6550,37210,19610,210,4
2366,16,2,5,4,2,0.768751,7066,36195,33065,156,4
2367,16,2,5,4,4,0.663147,6514,36038,25167,291,4
2368,16,2,5,4,8,0.657950,7287,40039,25138,291,4
2369,16,2,5,4,16,0.687108,8442,47733,25075,291,4
2376,16,2,5,5,16,0.800080,10125,57607,29690,180,4
2380,16,3,1,1,2,0.633609,1881,9347,7123,66,4
2381,16,3,1,1,4,0.693461,1969,9667,7125,72,4
2382,16,3,1,1,8,0.645804,1943,9911,7125,72,4
2383,16,3,1,1,16,0.641489,1955,10415,7132,72,4
2384,16,3,1,1,32,0.716070,2210,11239,7138,72,4
2385,16,3,1,1,64,0.626010,2303,12794,7160,72,4
2386,16,3,1,1,128,0.708283,2679,16014,7186,72,4
2388,16,3,1,2,4,0.718811,2691,14287,10553,132,4
2389,16,3,1,2,8,0.685511,2699,14671,10554,132,4
2390,16,3,1,2,16,0.668626,2750,15377,10545,132,4
2392,16,3,1,2,64,0.683447,3575,20325,10626,132,4
2396,16,3,1,3,8,0.899787,3425,18641,13515,48,4
2397,16,3,1,3,16,0.803802,3473,19533,13502,48,4
2398,16,3,1,3,32,0.852180,4089,22656,13548,48,4
2399,16,3,1,3,64,0.820990,4760,27372,13608,48,4
2400,16,3,1,3,128,0.849573,6086,37107,13858,48,4
2401,16,3,1,4,2,0.855650,3957,19989,16714,30,4
2402,16,3,1,4,4,0.852845,3952,22042,16725,57,4
2403,16,3,1,4,8,0.846945,4059,22602,16711,57,4
2404,16,3,1,4,16,0.868706,4283,24047,16683,57,4
2405,16,3,1,4,32,0.822766,4925,27787,16721,57,4
2408,16,3,1,5,2,0.851482,4497,24493,19912,30,4
2410,16,3,1,5,8,0.842309,5410,27396,19889,60,4
2411,16,3,1,5,16,0.862973,5384,29331,19907,60,4
2413,16,3,1,5,64,0.870794,7100,41760,20145,60,4
2415,16,3,2,1,2,0.606889,2081,10062,7929,66,4
2416,16,3,2,1,4,0.598275,2185,10818,7873,78,4
2417,16,3,2,1,8,0.576053,2181,11241,7867,78,4
2418,16,3,2,1,16,0.583805,2349,12109,7918,78,4
2419,16,3,2,1,32,0.609903,2756,13906,7943,78,4
2420,16,3,2,1,64,0.585356,3043,17043,8002,78,4
2421,16,3,2,1,128,0.568646,3850,23538,8135,78,4
2422,16,3,2,2,2,0.639978,2948,14872,12182,120,4
2423,16,3,2,2,4,0.629644,3395,16291,12121,144,4
2424,16,3,2,2,8,0.657031,3528,17192,12141,144,4
2425,16,3,2,2,16,0.623012,3492,18670,12179,144,4
2426,16,3,2,2,32,0.625337,4096,22395,12186,144,4
2427,16,3,2,2,64,0.694322,4785,28586,12303,144,4
2428,16,3,2,2,128,0.655136,6783,41738,12560,144,4
2431,16,3,2,3,8,0.723608,4047,22463,15883,66,4
2434,16,3,2,3,64,0.718541,6620,39490,16166,66,4
2435,16,3,2,3,128,0.793915,9630,59120,16537,66,4
2437,16,3,2,4,4,0.793697,4766,26023,19786,84,4
2440,16,3,2,4,32,0.771991,6979,37825,19918,84,4
2443,16,3,2,5,2,0.805536,5189,26967,23976,30,4
2444,16,3,2,5,4,0.768117,5923,32135,23920,90,4
2445,16,3,2,5,8,0.777271,6126,34148,23937,90,4
2446,16,3,2,5,16,0.778960,7353,38342,23911,90,4
2447,16,3,2,5,32,0.774427,9058,47248,24090,90,4
2448,16,3,2,5,64,0.819668,10572,62701,24367,90,4
2450,16,3,3,1,2,0.790968,2340,11653,9834,66,4
2457,16,3,3,2,2,0.834740,3494,18066,15950,120,4
2459,16,3,3,2,8,0.616258,3628,19956,13389,156,4
2460,16,3,3,2,16,0.685678,3989,22374,13419,156,4
2464,16,3,3,3,2,0.960770,4648,24335,21610,30,4
2465,16,3,3,3,4,0.799000,4358,24936,17768,84,4
2466,16,3,3,3,8,0.794332,4812,26644,17822,84,4
2467,16,3,3,3,16,0.787650,5376,30290,17800,84,4
2468,16,3,3,3,32,0.800922,6699,38675,17873,84,4
2469,16,3,3,3,64,0.793966,8733,52810,18150,84,4
2471,16,3,3,4,2,0.972415,5637,30601,27494,30,4
2480,16,3,3,5,8,0.755592,7413,41232,27058,120,4
2482,16,3,3,5,32,0.847855,10716,60447,27286,120,4
2485,16,3,4,1,2,0.568218,2262,11177,9215,66,4
2486,16,3,4,1,4,0.592127,2539,12868,9212,93,4
2487,16,3,4,1,8,0.544143,2624,13638,9196,93,4
2488,16,3,4,1,16,0.565909,2804,15085,9203,93,4
2489,16,3,4,1,32,0.573247,3464,18951,9247,93,4
2490,16,3,4,1,64,0.545710,4227,25006,9345,93,4
2491,16,3,4,1,128,0.589736,6086,38091,9573,93,4
2492,16,3,4,2,2,0.644570,3264,16629,14727,120,4
2493,16,3,4,2,4,0.624703,3857,20441,14724,174,4
2494,16,3,4,2,8,0.580187,3979,21961,14726,174,4
2499,16,3,4,3,2,0.729806,4503,23665,19812,30,4
2501,16,3,4,3,8,0.720093,5359,29585,19756,111,4
2504,16,3,4,3,64,0.738240,10746,63826,20162,111,4
2506,16,3,4,4,2,0.745463,5604,29591,25046,30,4
2507,16,3,4,4,4,0.743162,6339,33742,25026,147,4
2508,16,3,4,4,8,0.792001,7104,36746,24959,147,4
2509,16,3,4,4,16,0.767198,7351,42650,24995,147,4
2510,16,3,4,4,32,0.771375,10291,57712,25059,147,4
2513,16,3,4,5,2,0.767951,7066,35900,30457,30,4
2515,16,3,4,5,8,0.747845,8063,45501,30309,165,4
2516,16,3,4,5,16,0.752361,9304,53055,30366,165,4
2520,16,3,5,1,2,0.684896,2605,13379,11835,66,4
2521,16,3,5,1,4,0.580954,2629,14171,9807,96,4
2522,16,3,5,1,8,0.567248,2879,15034,9798,96,4
2523,16,3,5,1,16,0.554903,3062,16927,9798,96,4
2524,16,3,5,1,32,0.618498,3988,21656,9883,96,4
2525,16,3,5,1,64,0.573377,4982,29343,10034,96,4
2527,16,3,5,2,2,0.769029,4443,22390,19887,120,4
2529,16,3,5,2,8,0.641582,4640,25069,15940,180,4
2530,16,3,5,2,16,0.619109,5193,28820,15927,180,4
2531,16,3,5,2,32,0.671631,6683,38075,16069,180,4
2532,16,3,5,2,64,0.665843,8780,53700,16361,180,4
2534,16,3,5,3,2,0.870393,6089,30842,27544,30,4
2535,16,3,5,3,4,0.759686,5708,31540,21543,120,4
2536,16,3,5,3,8,0.716622,6179,34204,21586,120,4
2542,16,3,5,4,4,0.768307,7099,39198,27449,165,4
2544,16,3,5,4,16,0.765933,8666,50315,27361,165,4
2555,16,4,1,1,2,0.726357,1996,10166,7898,84,4
2556,16,4,1,1,4,0.694299,1965,10260,7898,90,4
2557,16,4,1,1,8,0.670116,2108,10852,7886,90,4
2558,16,4,1,1,16,0.701236,2136,11091,7892,90,4
2559,16,4,1,1,32,0.682489,2343,11879,7902,90,4
2560,16,4,1,1,64,0.715202,2586,13515,7907,90,4
2561,16,4,1,1,128,0.652493,2815,16832,7951,90,4
2562,16,4,1,2,2,0.813707,3179,15119,12407,156,4
2563,16,4,1,2,4,0.706409,3024,16087,12395,168,4
2567,16,4,1,2,64,0.717505,3938,22382,12475,168,4
2568,16,4,1,2,128,0.724935,4835,28987,12634,168,4
2569,16,4,1,3,2,0.859318,3388,19000,15643,30,4
2573,16,4,1,3,32,0.836065,4411,24969,15704,48,4
2574,16,4,1,3,64,0.881317,4927,29553,15761,48,4
2575,16,4,1,3,128,0.865879,6375,39497,15955,48,4
2576,16,4,1,4,2,0.877874,4374,23228,19552,30,4
2577,16,4,1,4,4,0.865601,5035,25082,19516,57,4
2578,16,4,1,4,8,0.830520,4537,25737,19529,57,4
2579,16,4,1,4,16,0.845113,4941,27371,19541,57,4
2580,16,4,1,4,32,0.833226,5877,31364,19546,57,4
2581,16,4,1,4,64,0.835256,6671,37261,19656,57,4
2585,16,4,1,5,8,0.884382,5646,31469,23407,60,4
2586,16,4,1,5,16,0.876084,6353,32959,23414,60,4
2587,16,4,1,5,32,0.868558,7122,37078,23480,60,4
2588,16,4,1,5,64,0.852059,7530,45005,23575,60,4
2590,16,4,2,1,2,0.614953,2176,10611,8686,84,4
2592,16,4,2,1,8,0.611511,2273,11913,8701,96,4
2596,16,4,2,1,128,0.626054,4019,24206,8900,96,4
2597,16,4,2,2,2,0.701694,3347,16361,13982,156,4
2598,16,4,2,2,4,0.694944,3503,18351,13993,180,4
2599,16,4,2,2,8,0.630024,3597,19269,13979,180,4
2600,16,4,2,2,16,0.687484,3920,20668,14019,180,4
2601,16,4,2,2,32,0.696987,4436,24604,14065,180,4
2602,16,4,2,2,64,0.648585,5323,30763,14194,180,4
2604,16,4,2,3,2,0.776356,3974,20935,18009,30,4
2605,16,4,2,3,4,0.803353,4231,23530,18018,66,4
2606,16,4,2,3,8,0.784437,4440,24643,18019,66,4
2607,16,4,2,3,16,0.797936,4966,27004,18020,66,4
2608,16,4,2,3,32,0.785414,5735,32321,18191,66,4
2611,16,4,2,4,2,0.802789,4806,24710,22609,30,4
2612,16,4,2,4,4,0.781902,5833,29324,22666,84,4
2613,16,4,2,4,8,0.770791,5575,30794,22593,84,4
2614,16,4,2,4,16,0.798789,5900,33425,22696,84,4
2615,16,4,2,4,32,0.783324,7674,41134,22750,84,4
2618,16,4,2,5,2,0.826508,5799,31496,27435,30,4
2619,16,4,2,5,4,0.789654,6844,36059,27457,90,4
2620,16,4,2,5,8,0.805373,6443,36555,27360,90,4
2621,16,4,2,5,16,0.796403,7165,41177,27537,90,4
2622,16,4,2,5,32,0.797558,8926,50800,27630,90,4
2626,16,4,3,1,4,0.642137,2429,12711,9335,102,4
2627,16,4,3,1,8,0.637790,2665,13360,9320,102,4
2630,16,4,3,1,64,0.629541,3983,22160,9436,102,4
2632,16,4,3,2,2,0.808454,3860,20251,17816,156,4
2634,16,4,3,2,8,0.766346,4150,22101,15282,192,4
2637,16,4,3,2,64,0.700861,6504,39017,15528,192,4
2638,16,4,3,2,128,0.755280,9535,58813,15945,192,4
2640,16,4,3,3,4,0.805006,4918,27256,19953,84,4
2641,16,4,3,3,8,0.825218,5190,28914,19924,84,4
2642,16,4,3,3,16,0.823572,5740,32344,19960,84,4
2643,16,4,3,3,32,0.814426,7150,40909,20058,84,4
2644,16,4,3,3,64,0.840308,8960,55010,20301,84,4
2647,16,4,3,4,4,0.824508,6133,34354,25186,111,4
2650,16,4,3,4,32,0.839616,9193,52361,25302,111,4
2653,16,4,3,5,2,0.994037,8091,40824,36708,30,4
2655,16,4,3,5,8,0.827207,7975,44371,30566,120,4
2660,16,4,4,1,2,0.585398,2404,11725,9981,84,4
2661,16,4,4,1,4,0.625100,2573,13471,9978,111,4
2662,16,4,4,1,8,0.641326,2824,14502,9968,111,4
2663,16,4,4,1,16,0.586386,2937,15820,9989,111,4
2664,16,4,4,1,32,0.561922,3624,19598,10024,111,4
2665,16,4,4,1,64,0.567194,4373,25676,10107,111,4
2666,16,4,4,1,128,0.578314,6142,38782,10325,111,4
2667,16,4,4,2,2,0.594594,3567,18561,16584,156,4
2668,16,4,4,2,4,0.688145,4153,22327,16581,210,4
2672,16,4,4,2,64,0.671716,7934,47272,16905,210,4
2674,16,4,4,3,2,0.728807,5260,25700,21943,30,4
2678,16,4,4,3,32,0.745576,8880,47442,22041,111,4
2679,16,4,4,3,64,0.775113,11019,66371,22332,111,4
2682,16,4,4,4,4,0.770935,7021,37013,27802,147,4
2684,16,4,4,4,16,0.720096,7943,45824,27792,147,4
2685,16,4,4,4,32,0.736105,10485,60891,27906,147,4
2688,16,4,4,5,2,0.747256,7659,39492,34012,30,4
2695,16,4,5,1,2,0.704335,2873,14239,12549,84,4
2697,16,4,5,1,8,0.635122,2995,15699,10595,114,4
2698,16,4,5,1,16,0.637333,3233,17833,10574,114,4
2699,16,4,5,1,32,0.679266,4122,22447,10652,114,4
2700,16,4,5,1,64,0.614283,5165,30096,10800,114,4
2706,16,4,5,2,32,0.650777,7148,40001,17906,216,4
2707,16,4,5,2,64,0.681160,9319,55735,18185,216,4
2709,16,4,5,3,2,0.891076,6281,32847,29668,30,4
2710,16,4,5,3,4,0.769559,6062,33616,23702,120,4
2712,16,4,5,3,16,0.742251,7937,42322,23718,120,4
2717,16,4,5,4,4,0.761661,7938,42705,30243,165,4
2718,16,4,5,4,8,0.786965,8212,46438,30218,165,4
2719,16,4,5,4,16,0.777213,9785,53896,30252,165,4
2730,16,5,1,1,2,0.761103,2302,11815,8880,102,4
2731,16,5,1,1,4,0.744832,2344,12173,8865,108,4
2732,16,5,1,1,8,0.714251,2307,12350,8882,108,4
2733,16,5,1,1,16,0.727973,2476,12677,8876,108,4
2734,16,5,1,1,32,0.709840,2562,13537,8885,108,4
2738,16,5,1,2,4,0.904984,3197,17754,13524,42,4
2739,16,5,1,2,8,0.923626,3232,18393,13531,42,4
2740,16,5,1,2,16,0.929330,3449,19108,13519,42,4
2742,16,5,1,2,64,0.866275,4068,23919,13603,42,4
2744,16,5,1,3,2,0.929322,4309,23153,18244,30,4
2745,16,5,1,3,4,0.878490,4373,24314,18292,48,4
2746,16,5,1,3,8,0.872325,4746,24802,18274,48,4
2748,16,5,1,3,32,0.908302,5468,28413,18323,48,4
2750,16,5,1,3,128,0.906281,7607,43077,18577,48,4
2751,16,5,1,4,2,0.895194,5019,27693,23108,30,4
2752,16,5,1,4,4,0.914801,5486,30265,23135,57,4
2753,16,5,1,4,8,0.940434,5590,30392,23102,57,4
2754,16,5,1,4,16,0.898564,5673,32010,23112,57,4
2760,16,5,1,5,8,0.941829,6894,36717,27828,60,4
2761,16,5,1,5,16,0.904843,6876,38974,27825,60,4
2762,16,5,1,5,32,0.907268,7757,43080,27865,60,4
2772,16,5,2,2,2,0.815375,3383,18602,15112,30,4
2773,16,5,2,2,4,0.840428,3627,20160,15134,54,4
2774,16,5,2,2,8,0.805674,3822,20775,15107,54,4
2775,16,5,2,2,16,0.824323,4153,22426,15097,54,4
2776,16,5,2,2,32,0.798704,4645,26193,15175,54,4
2779,16,5,2,3,2,0.812195,4497,24428,20671,30,4
2780,16,5,2,3,4,0.802670,5056,27533,20650,66,4
2781,16,5,2,3,8,0.816116,5401,28659,20682,66,4
2782,16,5,2,3,16,0.820692,5863,30973,20685,66,4
2786,16,5,2,4,2,0.827104,5594,30592,26279,30,4
2793,16,5,2,5,2,0.827579,6825,36563,31818,30,4
2794,16,5,2,5,4,0.855685,7909,42040,31865,90,4
2795,16,5,2,5,8,0.814227,7785,43556,31900,90,4
2796,16,5,2,5,16,0.846628,8585,47287,31885,90,4
2800,16,5,3,1,2,0.809504,2820,14146,11604,102,4
2801,16,5,3,1,4,0.665971,2704,14486,10295,120,4
2810,16,5,3,2,16,0.878209,4528,25732,16386,66,4
2812,16,5,3,2,64,0.824658,6853,40757,16625,66,4
2813,16,5,3,2,128,0.862812,9348,60374,17037,66,4
2825,16,5,3,4,32,0.891047,9817,57119,28932,111,4
2842,16,5,4,2,2,0.803915,4113,20178,17710,30,4
2856,16,5,4,4,2,0.819925,7755,37596,31540,30,4
2857,16,5,4,4,4,0.804426,8320,41649,31429,147,4
2860,16,5,4,4,32,0.839776,11541,66411,31559,147,4
2872,16,5,5,1,8,0.593209,3369,17521,11557,132,4
2874,16,5,5,1,32,0.608754,4380,24091,11630,132,4
2878,16,5,5,2,4,0.816144,4897,26711,18928,90,4
2885,16,5,5,3,4,0.817644,6770,37491,26349,120,4
2888,16,5,5,3,32,0.822633,10447,60298,26546,120,4
2909,32,1,1,1,32,0.521091,1589,8679,4532,36,4
2910,32,1,1,1,64,0.517486,1867,10277,4534,36,4
2915,32,1,1,2,16,0.630544,2168,11285,7406,60,4
2916,32,1,1,2,32,0.633847,2516,12993,7428,60,4
2919,32,1,1,3,2,0.624022,2239,11332,9212,66,4
2921,32,1,1,3,8,0.616945,2579,13139,9228,84,4
2930,32,1,1,4,32,0.667943,3763,20725,11074,111,4
2932,32,1,1,4,128,0.721061,6344,40041,11395,111,4
2943,32,1,2,1,16,0.470276,1842,9767,5316,42,4
2945,32,1,2,1,64,0.460808,2557,14494,5410,42,4
2947,32,1,2,2,2,0.615634,2045,10206,9011,48,4
2949,32,1,2,2,8,0.562756,2526,12975,9025,72,4
2955,32,1,2,3,4,0.625331,3128,15873,11631,102,4
2961,32,1,2,4,2,0.636897,3130,15460,14187,84,4
2963,32,1,2,4,8,0.678629,3860,20447,14201,138,4
2975,32,1,3,1,2,0.736038,1872,9257,7446,30,4
2976,32,1,3,1,4,0.485495,1770,9388,5902,48,4
2981,32,1,3,1,128,0.505607,4475,28453,6226,48,4
2991,32,1,3,3,8,0.626635,3964,21345,13383,120,4
2992,32,1,3,3,16,0.625124,4398,24732,13399,120,4
2999,32,1,3,4,16,0.644956,5407,30676,16554,165,4
3006,32,1,3,5,16,0.667684,6726,37886,19813,192,4
3010,32,1,4,1,2,0.438565,1726,8643,6622,30,4
3021,32,1,4,2,32,0.547207,4960,28322,11687,102,4
3023,32,1,4,2,128,0.608044,10344,66749,12342,102,4
3024,32,1,4,3,2,0.549105,3609,18425,15607,66,4
3036,32,1,4,4,64,0.631641,12570,76156,19839,201,4
3051,32,1,5,1,128,0.597302,6699,43388,7753,60,4
3052,32,1,5,2,2,0.733962,3683,18307,17212,48,4
3054,32,1,5,2,8,0.558482,3779,21162,12722,108,4
3080,32,2,1,1,2,0.606555,1605,8263,6345,48,4
3082,32,2,1,1,8,0.609279,1765,8778,6346,54,4
3095,32,2,1,3,4,0.690650,2983,15498,11593,138,4
3096,32,2,1,3,8,0.637408,2983,16175,11599,138,4
3110,32,2,1,5,8,0.886231,4062,22112,16300,60,4
3112,32,2,1,5,32,0.839831,5086,28802,16373,60,4
3115,32,2,2,1,2,0.568505,1795,8956,7145,48,4
3119,32,2,2,1,32,0.552121,2357,12555,7162,60,4
3125,32,2,2,2,16,0.639608,3140,16583,10623,108,4
3126,32,2,2,2,32,0.631072,3769,20353,10668,108,4
3133,32,2,2,3,32,0.607608,5030,27688,14077,156,4
3152,32,2,3,1,8,0.645181,2175,11504,7726,66,4
3156,32,2,3,1,128,0.587887,4779,29858,8054,66,4
3185,32,2,4,1,2,0.537184,2014,9768,8456,48,4
3202,32,2,4,3,16,0.647906,5694,31617,17915,201,4
3258,32,3,1,1,16,0.639034,1961,10384,7156,72,4
3261,32,3,1,1,128,0.594781,2699,16115,7226,72,4
3264,32,3,1,2,8,0.697970,2840,14792,10586,132,4
3272,32,3,1,3,16,0.834454,3557,19911,13579,48,4
3277,32,3,1,4,4,0.859265,4121,21974,16760,57,4
3286,32,3,1,5,16,0.853842,5753,29478,20011,60,4
3291,32,3,2,1,4,0.589786,2231,10854,7968,78,4
3292,32,3,2,1,8,0.568611,2199,11290,7942,78,4
3302,32,3,2,2,64,0.636403,4763,28677,12379,144,4
3305,32,3,2,3,4,0.779157,4094,21688,16003,66,4
3307,32,3,2,3,16,0.742203,4379,24857,15992,66,4
3336,32,3,3,2,32,0.626197,4925,28067,13439,156,4
3354,32,3,3,5,4,0.803259,7651,38531,26974,120,4
3365,32,3,4,1,64,0.546401,4268,25120,9408,93,4
3397,32,3,5,1,8,0.589264,3009,15290,9796,96,4
3410,32,3,5,3,4,0.758408,5637,32043,21545,120,4
3432,32,4,1,1,8,0.665115,2063,10840,7929,90,4
3447,32,4,1,3,16,0.830222,3813,22234,15734,48,4
3452,32,4,1,4,4,0.859838,4762,25438,19628,57,4
3470,32,4,2,1,64,0.667260,3107,17788,8790,96,4
3512,32,4,3,2,64,0.675190,6478,39446,15481,192,4
3546,32,4,4,2,32,0.666452,6105,34678,16741,210,4
3595,32,4,5,4,32,0.767536,12851,73854,30460,165,4
3732,32,5,4,4,4,0.801764,7831,41905,31446,147,4
3787,64,1,1,2,2,0.599050,1880,9474,7445,48,4
3788,64,1,1,2,4,0.611125,2031,10100,7436,60,4
3832,64,1,2,3,16,0.586933,3612,19366,11703,102,4
3892,64,1,4,2,2,0.542472,2494,12620,11700,48,4
3908,64,1,4,4,8,0.658928,5528,30163,19473,201,4
3921,64,1,5,1,4,0.488298,2246,11802,7193,60,4
3922,64,1,5,1,8,0.491596,2387,12752,7193,60,4
3957,64,2,1,1,8,0.597923,1792,8799,6365,54,4
3963,64,2,1,2,4,0.750271,2435,12276,9030,96,4
3964,64,2,1,2,8,0.658740,2447,12710,9037,96,4
3966,64,2,1,2,32,0.625320,2881,15294,9063,96,4
3983,64,2,1,5,2,0.821739,3528,19048,16347,30,4
4065,64,2,4,1,64,0.535679,3983,23880,8606,75,4
4145,64,3,1,3,4,0.820825,3379,18381,13624,48,4
4155,64,3,1,4,32,0.857885,5040,28330,16908,57,4
4446,64,4,5,1,4,0.586825,2999,15300,10604,114,4
4488,64,5,1,2,4,0.863618,3227,17989,13566,42,4
4515,64,5,2,1,2,0.699702,2392,12824,9737,102,4
4553,64,5,3,1,16,0.642006,3103,16500,10358,120,4
4697,128,1,2,2,2,0.540238,2152,10447,9097,48,4
4726,128,1,3,1,4,0.469728,1922,9615,5950,48,4
4838,128,2,1,2,4,0.661750,2467,12357,9064,96,4
4847,128,2,1,3,16,0.697792,3169,17539,11693,138,4
5057,128,3,2,3,16,0.778298,4585,25222,16137,66,4
