n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2
416,5,100,2,3,3,1,1,25,10000,0,0.011796,9279.41
417,5,100,2,3,3,1,2,25,10000,0,0.012222,9427.838
418,5,100,2,3,3,1,3,25,10000,0,0.017047,9516.15
419,5,100,2,3,3,1,4,25,10000,0,0.010933,8824.55
420,5,100,2,3,3,2,1,25,10000,0,0.013156,8959.944
421,5,100,2,3,3,2,2,25,10000,0,0.011259,9128.588
422,5,100,2,3,3,2,3,25,10000,0,0.016777,9746.772
423,5,100,2,3,3,2,4,25,10000,0,0.011878,8920.044
424,5,100,2,3,3,3,1,25,10000,0,0.012296,9371.978
425,5,100,2,3,3,3,2,25,10000,0,0.011769,9127.258
426,5,100,2,3,3,3,3,25,10000,0,0.018529,9805.824
427,5,100,2,3,3,3,4,25,10000,0,0.011085,9082.304
428,5,100,2,3,3,4,1,25,10000,0,0.012882,9198.546
429,5,100,2,3,3,4,2,25,10000,0,0.013875,9131.78
430,5,100,2,3,3,4,3,25,10000,0,0.019534,9541.42
431,5,100,2,3,3,4,4,25,10000,0,0.012557,8811.782
432,5,100,2,3,4,1,1,25,10000,0,0.009586,8657.236
433,5,100,2,3,4,1,2,25,10000,0,0.013532,8678.782
434,5,100,2,3,4,1,3,25,10000,0,0.01645,8797.152
435,5,100,2,3,4,1,4,25,10000,0,0.012682,8616.006
436,5,100,2,3,4,2,1,25,10000,0,0.01311,8654.576
437,5,100,2,3,4,2,2,25,10000,0,0.014658,8851.416
438,5,100,2,3,4,2,3,25,10000,0,0.019062,8759.38
439,5,100,2,3,4,2,4,25,10000,0,0.013255,8526.364
440,5,100,2,3,4,3,1,25,10000,0,0.011922,8720.544
441,5,100,2,3,4,3,2,25,10000,0,0.014691,8654.31
442,5,100,2,3,4,3,3,25,10000,0,0.015239,8701.924
443,5,100,2,3,4,3,4,25,10000,0,0.013117,8750.602
444,5,100,2,3,4,4,1,25,10000,0,0.014774,8625.316
445,5,100,2,3,4,4,2,25,10000,0,0.014722,8729.056
446,5,100,2,3,4,4,3,25,10000,0,0.020091,8768.158
447,5,100,2,3,4,4,4,25,10000,0,0.014022,8741.558
448,5,100,2,4,1,1,1,25,10000,0,0.010356,7916.426
449,5,100,2,4,1,1,2,25,10000,0,0.009563,7456.512
450,5,100,2,4,1,1,3,25,10000,0,0.01487,7619.038
451,5,100,2,4,1,1,4,25,10000,0,0.009743,7222.432
452,5,100,2,4,1,2,1,25,10000,0,0.007738,7470.078
453,5,100,2,4,1,2,2,25,10000,0,0.008914,7531.258
454,5,100,2,4,1,2,3,25,10000,0,0.012936,7704.956
455,5,100,2,4,1,2,4,25,10000,0,0.009578,7297.178
456,5,100,2,4,1,3,1,25,10000,0,0.009225,7414.484
457,5,100,2,4,1,3,2,25,10000,0,0.009373,7623.294
458,5,100,2,4,1,3,3,25,10000,0,0.012687,7702.562
459,5,100,2,4,1,3,4,25,10000,0,0.008942,7443.744
460,5,100,2,4,1,4,1,25,10000,0,0.008339,7503.86
461,5,100,2,4,1,4,2,25,10000,0,0.010142,7794.864
462,5,100,2,4,1,4,3,25,10000,0,0.013452,7662.13
463,5,100,2,4,1,4,4,25,10000,0,0.009336,7226.422
464,5,100,2,4,2,1,1,25,10000,0,0.008586,7660.002
465,5,100,2,4,2,1,2,25,10000,0,0.008143,7796.194
466,5,100,2,4,2,1,3,25,10000,0,0.013378,7740.866
467,5,100,2,4,2,1,4,25,10000,0,0.00915,7604.408
468,5,100,2,4,2,2,1,25,10000,0,0.008088,7790.608
469,5,100,2,4,2,2,2,25,10000,0,0.009503,7780.5
470,5,100,2,4,2,2,3,25,10000,0,0.015471,7749.378
471,5,100,2,4,2,2,4,25,10000,0,0.008203,7693.518
472,5,100,2,4,2,3,1,25,10000,0,0.008809,7794.066
473,5,100,2,4,2,3,2,25,10000,0,0.009575,7859.502
474,5,100,2,4,2,3,3,25,10000,0,0.013711,7929.194
475,5,100,2,4,2,3,4,25,10000,0,0.008873,7964.572
476,5,100,2,4,2,4,1,25,10000,0,0.010127,8148.644
477,5,100,2,4,2,4,2,25,10000,0,0.009613,7894.082
478,5,100,2,4,2,4,3,25,10000,0,0.013998,8002.61
479,5,100,2,4,2,4,4,25,10000,0,0.008717,7742.728
480,5,100,2,4,3,1,1,25,10000,0,0.008471,8102.626
481,5,100,2,4,3,1,2,25,10000,0,0.009107,8438.85
482,5,100,2,4,3,1,3,25,10000,0,0.013025,8868.706
483,5,100,2,4,3,1,4,25,10000,0,0.008494,7979.202
484,5,100,2,4,3,2,1,25,10000,0,0.008082,8316.756
485,5,100,2,4,3,2,2,25,10000,0,0.007758,8529.024
486,5,100,2,4,3,2,3,25,10000,0,0.013684,8723.47
487,5,100,2,4,3,2,4,25,10000,0,0.00826,8040.914
488,5,100,2,4,3,3,1,25,10000,0,0.009655,8214.08
489,5,100,2,4,3,3,2,25,10000,0,0.009718,8381.128
490,5,100,2,4,3,3,3,25,10000,0,0.013664,8801.142
491,5,100,2,4,3,3,4,25,10000,0,0.008621,7986.118
492,5,100,2,4,3,4,1,25,10000,0,0.009494,8325.268
493,5,100,2,4,3,4,2,25,10000,0,0.008498,8633.03
494,5,100,2,4,3,4,3,25,10000,0,0.015716,8623.986
495,5,100,2,4,3,4,4,25,10000,0,0.010716,7978.138
496,5,100,2,4,4,1,1,25,10000,0,0.011046,7651.49
497,5,100,2,4,4,1,2,25,10000,0,0.010491,8158.486
498,5,100,2,4,4,1,3,25,10000,0,0.013756,8043.574
499,5,100,2,4,4,1,4,25,10000,0,0.009735,7809.494
500,5,100,2,4,4,2,1,25,10000,0,0.011303,7691.124
501,5,100,2,4,4,2,2,25,10000,0,0.010264,8103.424
502,5,100,2,4,4,2,3,25,10000,0,0.015082,8058.736
503,5,100,2,4,4,2,4,25,10000,0,0.010797,7912.436
504,5,100,2,4,4,3,1,25,10000,0,0.012171,7700.168
505,5,100,2,4,4,3,2,25,10000,0,0.011781,8304.52
506,5,100,2,4,4,3,3,25,10000,0,0.016976,7791.406
507,5,100,2,4,4,3,4,25,10000,0,0.011853,7868.546
508,5,100,2,4,4,4,1,25,10000,0,0.010633,8293.082
509,5,100,2,4,4,4,2,25,10000,0,0.008589,8015.91
510,5,100,2,4,4,4,3,25,10000,0,0.016587,8115.66
511,5,100,2,4,4,4,4,25,10000,0,0.011097,7969.626
512,5,100,3,1,1,1,1,25,10000,0,0.023212,12394.004
513,5,100,3,1,1,1,2,25,10000,0,0.024047,12435.766
514,5,100,3,1,1,1,3,25,10000,0,0.032469,14888.286
515,5,100,3,1,1,1,4,25,10000,0,0.023934,11887.54
516,5,100,3,1,1,2,1,25,10000,0,0.021553,12423.264
517,5,100,3,1,1,2,2,25,10000,0,0.024066,12341.07
518,5,100,3,1,1,2,3,25,10000,0,0.030886,14869.932
519,5,100,3,1,1,2,4,25,10000,0,0.02101,11783.268
520,5,100,3,1,1,3,1,25,10000,0,0.020649,12716.928
521,5,100,3,1,1,3,2,25,10000,0,0.023791,12384.162
522,5,100,3,1,1,3,3,25,10000,0,0.03292,14795.718
523,5,100,3,1,1,3,4,25,10000,0,0.022271,11788.854
524,5,100,3,1,1,4,1,25,10000,0,0.023614,12642.98
525,5,100,3,1,1,4,2,25,10000,0,0.021046,12398.26
526,5,100,3,1,1,4,3,25,10000,0,0.034982,14981.386
527,5,100,3,1,1,4,4,25,10000,0,0.022314,11763.584
528,5,100,3,1,2,1,1,25,10000,0,0.020831,12823.594
529,5,100,3,1,2,1,2,25,10000,0,0.021884,16327.08
530,5,100,3,1,2,1,3,25,10000,0,0.03141,14985.642
531,5,100,3,1,2,1,4,25,10000,0,0.022932,12895.414
532,5,100,3,1,2,2,1,25,10000,0,0.019824,12671.974
533,5,100,3,1,2,2,2,25,10000,0,0.022766,16381.876
534,5,100,3,1,2,2,3,25,10000,0,0.032092,15328.782
535,5,100,3,1,2,2,4,25,10000,0,0.021092,12915.896
536,5,100,3,1,2,3,1,25,10000,0,0.023725,12831.84
537,5,100,3,1,2,3,2,25,10000,0,0.02348,16450.238
538,5,100,3,1,2,3,3,25,10000,0,0.03328,15264.144
539,5,100,3,1,2,3,4,25,10000,0,0.02112,13125.504
540,5,100,3,1,2,4,1,25,10000,0,0.021953,12935.58
541,5,100,3,1,2,4,2,25,10000,0,0.02377,16286.648
542,5,100,3,1,2,4,3,25,10000,0,0.03249,15034.32
543,5,100,3,1,2,4,4,25,10000,0,0.021443,12997.026
544,5,100,3,1,3,1,1,25,10000,0,0.023258,12993.834
545,5,100,3,1,3,1,2,25,10000,0,0.021675,12809.23
546,5,100,3,1,3,1,3,25,10000,0,0.036141,15320.004
547,5,100,3,1,3,1,4,25,10000,0,0.022698,12414.22
548,5,100,3,1,3,2,1,25,10000,0,0.021807,13183.758
549,5,100,3,1,3,2,2,25,10000,0,0.022685,12836.628
550,5,100,3,1,3,2,3,25,10000,0,0.033938,15296.862
551,5,100,3,1,3,2,4,25,10000,0,0.021555,12497.478
552,5,100,3,1,3,3,1,25,10000,0,0.02422,13284.838
553,5,100,3,1,3,3,2,25,10000,0,0.023587,12980.002
554,5,100,3,1,3,3,3,25,10000,0,0.03714,15437.576
555,5,100,3,1,3,3,4,25,10000,0,0.023263,12386.024
556,5,100,3,1,3,4,1,25,10000,0,0.024659,12995.696
557,5,100,3,1,3,4,2,25,10000,0,0.022583,12976.278
558,5,100,3,1,3,4,3,25,10000,0,0.034349,15552.222
559,5,100,3,1,3,4,4,25,10000,0,0.02183,12475.4
560,5,100,3,1,4,1,1,25,10000,0,0.02367,13145.72
561,5,100,3,1,4,1,2,25,10000,0,0.021213,13037.458
562,5,100,3,1,4,1,3,25,10000,0,0.032527,15661.548
563,5,100,3,1,4,1,4,25,10000,0,0.02136,12550.146
564,5,100,3,1,4,2,1,25,10000,0,0.021028,13290.424
565,5,100,3,1,4,2,2,25,10000,0,0.02314,13084.54
566,5,100,3,1,4,2,3,25,10000,0,0.035141,15517.376
567,5,100,3,1,4,2,4,25,10000,0,0.022402,12513.172
568,5,100,3,1,4,3,1,25,10000,0,0.024001,13205.304
569,5,100,3,1,4,3,2,25,10000,0,0.025998,13135.612
570,5,100,3,1,4,3,3,25,10000,0,0.035095,15558.074
571,5,100,3,1,4,3,4,25,10000,0,0.022261,12478.592
572,5,100,3,1,4,4,1,25,10000,0,0.021978,13290.158
573,5,100,3,1,4,4,2,25,10000,0,0.019408,13123.376
574,5,100,3,1,4,4,3,25,10000,0,0.032663,15713.418
575,5,100,3,1,4,4,4,25,10000,0,0.020928,12550.146
576,5,100,3,2,1,1,1,25,10000,0,0.024251,12667.984
577,5,100,3,2,1,1,2,25,10000,0,0.023124,12584.46
578,5,100,3,2,1,1,3,25,10000,0,0.034386,15192.324
579,5,100,3,2,1,1,4,25,10000,0,0.024079,12128.004
580,5,100,3,2,1,2,1,25,10000,0,0.021508,12968.032
581,5,100,3,2,1,2,2,25,10000,0,0.022887,12796.196
582,5,100,3,2,1,2,3,25,10000,0,0.031592,15204.028
583,5,100,3,2,1,2,4,25,10000,0,0.022001,11971.064
584,5,100,3,2,1,3,1,25,10000,0,0.018922,12952.604
585,5,100,3,2,1,3,2,25,10000,0,0.024781,12757.626
586,5,100,3,2,1,3,3,25,10000,0,0.033041,15256.43
587,5,100,3,2,1,3,4,25,10000,0,0.020671,12097.946
588,5,100,3,2,1,4,1,25,10000,0,0.024493,12918.024
589,5,100,3,2,1,4,2,25,10000,0,0.022475,12762.68
590,5,100,3,2,1,4,3,25,10000,0,0.035558,15131.41
591,5,100,3,2,1,4,4,25,10000,0,0.02342,11954.572
592,5,100,3,2,2,1,1,25,10000,0,0.023203,13079.22
593,5,100,3,2,2,1,2,25,10000,0,0.023471,16494.926
594,5,100,3,2,2,1,3,25,10000,0,0.034454,15595.58
595,5,100,3,2,2,1,4,25,10000,0,0.022901,13401.346
596,5,100,3,2,2,2,1,25,10000,0,0.019664,13136.942
597,5,100,3,2,2,2,2,25,10000,0,0.021899,16911.482
598,5,100,3,2,2,2,3,25,10000,0,0.03094,15445.822
599,5,100,3,2,2,2,4,25,10000,0,0.021162,13467.846
600,5,100,3,2,2,3,1,25,10000,0,0.024168,13353.732
601,5,100,3,2,2,3,2,25,10000,0,0.023402,16837.268
602,5,100,3,2,2,3,3,25,10000,0,0.034114,15566.054
603,5,100,3,2,2,3,4,25,10000,0,0.023946,13502.16
604,5,100,3,2,2,4,1,25,10000,0,0.021827,13381.13
605,5,100,3,2,2,4,2,25,10000,0,0.021919,16986.229
606,5,100,3,2,2,4,3,25,10000,0,0.035505,15614.466
607,5,100,3,2,2,4,4,25,10000,0,0.022336,13606.698
608,5,100,3,2,3,1,1,25,10000,0,0.023896,13145.188
609,5,100,3,2,3,1,2,25,10000,0,0.022206,13168.33
610,5,100,3,2,3,1,3,25,10000,0,0.0333,15707.566
611,5,100,3,2,3,1,4,25,10000,0,0.023053,12528.334
612,5,100,3,2,3,2,1,25,10000,0,0.022987,13611.486
613,5,100,3,2,3,2,2,25,10000,0,0.023355,13119.918
614,5,100,3,2,3,2,3,25,10000,0,0.037282,15610.742
615,5,100,3,2,3,2,4,25,10000,0,0.021729,12653.62
616,5,100,3,2,3,3,1,25,10000,0,0.022414,13518.12
617,5,100,3,2,3,3,2,25,10000,0,0.024298,13147.05
618,5,100,3,2,3,3,3,25,10000,0,0.035281,15633.884
619,5,100,3,2,3,3,4,25,10000,0,0.021108,12645.64
620,5,100,3,2,3,4,1,25,10000,0,0.022682,13487.264
621,5,100,3,2,3,4,2,25,10000,0,0.024724,13131.356
622,5,100,3,2,3,4,3,25,10000,0,0.035533,15621.648
623,5,100,3,2,3,4,4,25,10000,0,0.020586,12627.552
624,5,100,3,2,4,1,1,25,10000,0,0.023776,13473.166
625,5,100,3,2,4,1,2,25,10000,0,0.022156,13263.824
626,5,100,3,2,4,1,3,25,10000,0,0.033617,15745.072
627,5,100,3,2,4,1,4,25,10000,0,0.021327,12827.85
628,5,100,3,2,4,2,1,25,10000,0,0.022945,13481.678
629,5,100,3,2,4,2,2,25,10000,0,0.023888,13309.044
630,5,100,3,2,4,2,3,25,10000,0,0.032915,16036.342
631,5,100,3,2,4,2,4,25,10000,0,0.023619,13061.398
632,5,100,3,2,4,3,1,25,10000,0,0.022854,13561.478
633,5,100,3,2,4,3,2,25,10000,0,0.024302,13412.252
634,5,100,3,2,4,3,3,25,10000,0,0.032819,15985.802
635,5,100,3,2,4,3,4,25,10000,0,0.024712,12887.434
636,5,100,3,2,4,4,1,25,10000,0,0.022494,13630.106
637,5,100,3,2,4,4,2,25,10000,0,0.022295,13382.46
638,5,100,3,2,4,4,3,25,10000,0,0.034696,15889.244
639,5,100,3,2,4,4,4,25,10000,0,0.021358,12924.142
640,5,100,3,3,1,1,1,25,10000,0,0.026824,13801.942
641,5,100,3,3,1,1,2,25,10000,0,0.026342,13539.134
642,5,100,3,3,1,1,3,25,10000,0,0.035665,15954.148
643,5,100,3,3,1,1,4,25,10000,0,0.024541,12980.002
644,5,100,3,3,1,2,1,25,10000,0,0.027796,13943.454
645,5,100,3,3,1,2,2,25,10000,0,0.023645,13623.456
646,5,100,3,3,1,2,3,25,10000,0,0.036601,16345.966
647,5,100,3,3,1,2,4,25,10000,0,0.024967,13084.008
648,5,100,3,3,1,3,1,25,10000,0,0.027304,14013.678
649,5,100,3,3,1,3,2,25,10000,0,0.026786,13702.724
650,5,100,3,3,1,3,3,25,10000,0,0.041318,16046.716
651,5,100,3,3,1,3,4,25,10000,0,0.028503,12993.834
652,5,100,3,3,1,4,1,25,10000,0,0.026764,13932.016
653,5,100,3,3,1,4,2,25,10000,0,0.025427,13734.644
654,5,100,3,3,1,4,3,25,10000,0,0.035902,16368.31
655,5,100,3,3,1,4,4,25,10000,0,0.02248,12996.76
656,5,100,3,3,2,1,1,25,10000,0,0.026593,14262.92
657,5,100,3,3,2,1,2,25,10000,0,0.026513,17904.193
658,5,100,3,3,2,1,3,25,10000,0,0.038242,16552.648
659,5,100,3,3,2,1,4,25,10000,0,0.024952,14466.144
660,5,100,3,3,2,2,1,25,10000,0,0.026,14231.798
661,5,100,3,3,2,2,2,25,10000,0,0.026038,17937.711
662,5,100,3,3,2,2,3,25,10000,0,0.037605,16786.195
663,5,100,3,3,2,2,4,25,10000,0,0.029282,14336.336
664,5,100,3,3,2,3,1,25,10000,0,0.026919,14259.462
665,5,100,3,3,2,3,2,25,10000,0,0.026815,17960.852
666,5,100,3,3,2,3,3,25,10000,0,0.040032,16530.836
667,5,100,3,3,2,3,4,25,10000,0,0.027238,14400.442
668,5,100,3,3,2,4,1,25,10000,0,0.027107,14506.044
669,5,100,3,3,2,4,2,25,10000,0,0.025389,17940.902
670,5,100,3,3,2,4,3,25,10000,0,0.034537,16689.904
671,5,100,3,3,2,4,4,25,10000,0,0.025877,14452.312
672,5,100,3,3,3,1,1,25,10000,0,0.026617,14456.302
673,5,100,3,3,3,1,2,25,10000,0,0.026476,14270.9
674,5,100,3,3,3,1,3,25,10000,0,0.035144,16753.213
675,5,100,3,3,3,1,4,25,10000,0,0.02713,13647.662
676,5,100,3,3,3,2,1,25,10000,0,0.026026,14545.944
677,5,100,3,3,3,2,2,25,10000,0,0.024834,14163.702
678,5,100,3,3,3,2,3,25,10000,0,0.036109,16863.867
679,5,100,3,3,3,2,4,25,10000,0,0.026381,13765.234
680,5,100,3,3,3,3,1,25,10000,0,0.026156,14645.428
681,5,100,3,3,3,3,2,25,10000,0,0.025352,14316.12
682,5,100,3,3,3,3,3,25,10000,0,0.039435,16785.133
683,5,100,3,3,3,3,4,25,10000,0,0.029214,13789.174
684,5,100,3,3,3,4,1,25,10000,0,0.026232,14509.236
685,5,100,3,3,3,4,2,25,10000,0,0.027236,14271.698
686,5,100,3,3,3,4,3,25,10000,0,0.036485,16663.836
687,5,100,3,3,3,4,4,25,10000,0,0.025493,13721.344
688,5,100,3,3,4,1,1,25,10000,0,0.023994,14453.908
689,5,100,3,3,4,1,2,25,10000,0,0.025198,14110.768
690,5,100,3,3,4,1,3,25,10000,0,0.031782,16789.121
691,5,100,3,3,4,1,4,25,10000,0,0.025629,13646.332
692,5,100,3,3,4,2,1,25,10000,0,0.026425,14582.918
693,5,100,3,3,4,2,2,25,10000,0,0.027311,14295.638
694,5,100,3,3,4,2,3,25,10000,0,0.035457,17280.955
695,5,100,3,3,4,2,4,25,10000,0,0.024941,13805.134
696,5,100,3,3,4,3,1,25,10000,0,0.028639,14538.496
697,5,100,3,3,4,3,2,25,10000,0,0.027018,14369.852
698,5,100,3,3,4,3,3,25,10000,0,0.036895,17105.396
699,5,100,3,3,4,3,4,25,10000,0,0.023723,13714.96
700,5,100,3,3,4,4,1,25,10000,0,0.025914,14607.39
701,5,100,3,3,4,4,2,25,10000,0,0.028747,14256.536
702,5,100,3,3,4,4,3,25,10000,0,0.036329,16877.434
703,5,100,3,3,4,4,4,25,10000,0,0.02289,13768.692
704,5,100,3,4,1,1,1,25,10000,0,0.0198,12703.628
705,5,100,3,4,1,1,2,25,10000,0,0.018789,12418.21
706,5,100,3,4,1,1,3,25,10000,0,0.0274,14893.606
707,5,100,3,4,1,1,4,25,10000,0,0.018678,11872.644
708,5,100,3,4,1,2,1,25,10000,0,0.020647,12651.226
709,5,100,3,4,1,2,2,25,10000,0,0.020861,12524.876
710,5,100,3,4,1,2,3,25,10000,0,0.030155,15023.414
711,5,100,3,4,1,2,4,25,10000,0,0.021019,11970
712,5,100,3,4,1,3,1,25,10000,0,0.021944,12711.076
713,5,100,3,4,1,3,2,25,10000,0,0.021854,12590.312
714,5,100,3,4,1,3,3,25,10000,0,0.035746,15017.296
715,5,100,3,4,1,3,4,25,10000,0,0.023439,12016.018
716,5,100,3,4,1,4,1,25,10000,0,0.022131,12742.73
717,5,100,3,4,1,4,2,25,10000,0,0.021411,12525.408
718,5,100,3,4,1,4,3,25,10000,0,0.033581,14829.766
719,5,100,3,4,1,4,4,25,10000,0,0.015549,11993.674
720,5,100,3,4,2,1,1,25,10000,0,0.020228,13302.926
721,5,100,3,4,2,1,2,25,10000,0,0.020905,16685.648
722,5,100,3,4,2,1,3,25,10000,0,0.031649,15499.554
723,5,100,3,4,2,1,4,25,10000,0,0.019769,13442.31
724,5,100,3,4,2,2,1,25,10000,0,0.020975,13254.514
725,5,100,3,4,2,2,2,25,10000,0,0.02156,16876.369
726,5,100,3,4,2,2,3,25,10000,0,0.032172,15561
727,5,100,3,4,2,2,4,25,10000,0,0.022211,13492.052
728,5,100,3,4,2,3,1,25,10000,0,0.024833,13272.336
729,5,100,3,4,2,3,2,25,10000,0,0.022627,17023.734
730,5,100,3,4,2,3,3,25,10000,0,0.034912,15651.706
731,5,100,3,4,2,3,4,25,10000,0,0.025769,13569.192
732,5,100,3,4,2,4,1,25,10000,0,0.019224,13246.268
733,5,100,3,4,2,4,2,25,10000,0,0.019788,16807.211
734,5,100,3,4,2,4,3,25,10000,0,0.030336,15557.808
735,5,100,3,4,2,4,4,25,10000,0,0.02098,13331.388
736,5,100,3,4,3,1,1,25,10000,0,0.021099,13330.59
737,5,100,3,4,3,1,2,25,10000,0,0.021881,13090.658
738,5,100,3,4,3,1,3,25,10000,0,0.031246,15732.57
739,5,100,3,4,3,1,4,25,10000,0,0.021271,12686.604
740,5,100,3,4,3,2,1,25,10000,0,0.024148,13407.198
741,5,100,3,4,3,2,2,25,10000,0,0.023041,13188.014
742,5,100,3,4,3,2,3,25,10000,0,0.033032,15656.76
743,5,100,3,4,3,2,4,25,10000,0,0.021904,12918.024
744,5,100,3,4,3,3,1,25,10000,0,0.024648,13453.482
745,5,100,3,4,3,3,2,25,10000,0,0.025062,13225.52
746,5,100,3,4,3,3,3,25,10000,0,0.034729,15690.808
747,5,100,3,4,3,3,4,25,10000,0,0.022674,12585.258
748,5,100,3,4,3,4,1,25,10000,0,0.022551,13330.058
749,5,100,3,4,3,4,2,25,10000,0,0.020705,13161.68
750,5,100,3,4,3,4,3,25,10000,0,0.030655,15703.576
751,5,100,3,4,3,4,4,25,10000,0,0.021465,12595.632
752,5,100,3,4,4,1,1,25,10000,0,0.021482,13435.66
753,5,100,3,4,4,1,2,25,10000,0,0.020801,13069.378
754,5,100,3,4,4,1,3,25,10000,0,0.031658,15680.7
755,5,100,3,4,4,1,4,25,10000,0,0.019495,12567.702
756,5,100,3,4,4,2,1,25,10000,0,0.022791,13484.604
757,5,100,3,4,4,2,2,25,10000,0,0.02009,13251.322
758,5,100,3,4,4,2,3,25,10000,0,0.034789,16042.194
759,5,100,3,4,4,2,4,25,10000,0,0.02,12625.69
760,5,100,3,4,4,3,1,25,10000,0,0.02253,13453.748
761,5,100,3,4,4,3,2,25,10000,0,0.025774,13247.598
762,5,100,3,4,4,3,3,25,10000,0,0.035876,16061.878
763,5,100,3,4,4,3,4,25,10000,0,0.022209,12681.284
764,5,100,3,4,4,4,1,25,10000,0,0.020969,13609.89
765,5,100,3,4,4,4,2,25,10000,0,0.02065,13171.256
766,5,100,3,4,4,4,3,25,10000,0,0.027888,15839.502
767,5,100,3,4,4,4,4,25,10000,0,0.018742,12751.242
768,5,100,4,1,1,1,1,25,10000,0,0.00746,7572.754
769,5,100,4,1,1,1,2,25,10000,0,0.007824,7175.084
770,5,100,4,1,1,1,3,25,10000,0,0.01018,7801.514
771,5,100,4,1,1,1,4,25,10000,0,0.007106,6875.036
772,5,100,4,1,1,2,1,25,10000,0,0.006541,7113.106
773,5,100,4,1,1,2,2,25,10000,0,0.008081,7270.844
774,5,100,4,1,1,2,3,25,10000,0,0.00914,7954.996
775,5,100,4,1,1,2,4,25,10000,0,0.006756,7142.366
776,5,100,4,1,1,3,1,25,10000,0,0.007079,7102.466
777,5,100,4,1,1,3,2,25,10000,0,0.006268,7816.144
778,5,100,4,1,1,3,3,25,10000,0,0.008157,8144.654
779,5,100,4,1,1,3,4,25,10000,0,0.006401,7096.348
780,5,100,4,1,1,4,1,25,10000,0,0.00724,7200.088
781,5,100,4,1,1,4,2,25,10000,0,0.00741,7647.766
782,5,100,4,1,1,4,3,25,10000,0,0.010659,8030.008
783,5,100,4,1,1,4,4,25,10000,0,0.007734,7178.542
784,5,100,4,1,2,1,1,25,10000,0,0.007049,7887.698
785,5,100,4,1,2,1,2,25,10000,0,0.007437,7340.004
786,5,100,4,1,2,1,3,25,10000,0,0.00791,7477.792
787,5,100,4,1,2,1,4,25,10000,0,0.007353,7134.386
788,5,100,4,1,2,2,1,25,10000,0,0.006062,7676.228
789,5,100,4,1,2,2,2,25,10000,0,0.006892,7649.628
790,5,100,4,1,2,2,3,25,10000,0,0.008167,7591.374
791,5,100,4,1,2,2,4,25,10000,0,0.007802,7234.136
792,5,100,4,1,2,3,1,25,10000,0,0.007008,7178.542
793,5,100,4,1,2,3,2,25,10000,0,0.005799,7646.968
794,5,100,4,1,2,3,3,25,10000,0,0.008588,7518.756
795,5,100,4,1,2,3,4,25,10000,0,0.005891,7762.944
796,5,100,4,1,2,4,1,25,10000,0,0.006374,7857.906
797,5,100,4,1,2,4,2,25,10000,0,0.008334,7561.05
798,5,100,4,1,2,4,3,25,10000,0,0.009764,7539.504
799,5,100,4,1,2,4,4,25,10000,0,0.006929,7571.424
800,5,100,4,1,3,1,1,25,10000,0,0.006992,7828.912
801,5,100,4,1,3,1,2,25,10000,0,0.006706,8019.634
802,5,100,4,1,3,1,3,25,10000,0,0.009167,8552.964
803,5,100,4,1,3,1,4,25,10000,0,0.006906,7874.93
804,5,100,4,1,3,2,1,25,10000,0,0.007163,7739.27
805,5,100,4,1,3,2,2,25,10000,0,0.007019,8037.456
806,5,100,4,1,3,2,3,25,10000,0,0.008968,8377.936
807,5,100,4,1,3,2,4,25,10000,0,0.006255,7818.006
808,5,100,4,1,3,3,1,25,10000,0,0.005918,7950.474
809,5,100,4,1,3,3,2,25,10000,0,0.005794,8247.596
810,5,100,4,1,3,3,3,25,10000,0,0.007702,8571.318
811,5,100,4,1,3,3,4,25,10000,0,0.006403,7929.194
812,5,100,4,1,3,4,1,25,10000,0,0.007354,7830.242
813,5,100,4,1,3,4,2,25,10000,0,0.007589,8147.846
814,5,100,4,1,3,4,3,25,10000,0,0.01134,8536.738
815,5,100,4,1,3,4,4,25,10000,0,0.007086,7939.036
816,5,100,4,1,4,1,1,25,10000,0,0.007098,7704.956
817,5,100,4,1,4,1,2,25,10000,0,0.007251,7930.79
818,5,100,4,1,4,1,3,25,10000,0,0.008745,8008.994
819,5,100,4,1,4,1,4,25,10000,0,0.006963,7803.908
820,5,100,4,1,4,2,1,25,10000,0,0.006704,7713.468
821,5,100,4,1,4,2,2,25,10000,0,0.006719,7924.406
822,5,100,4,1,4,2,3,25,10000,0,0.008781,7871.738
823,5,100,4,1,4,2,4,25,10000,0,0.007749,7770.658
824,5,100,4,1,4,3,1,25,10000,0,0.006431,7721.182
825,5,100,4,1,4,3,2,25,10000,0,0.005795,8177.372
826,5,100,4,1,4,3,3,25,10000,0,0.009225,8055.544
827,5,100,4,1,4,3,4,25,10000,0,0.006335,7851.788
828,5,100,4,1,4,4,1,25,10000,0,0.006985,7781.032
829,5,100,4,1,4,4,2,25,10000,0,0.007369,7965.37
830,5,100,4,1,4,4,3,25,10000,0,0.009415,8008.994
831,5,100,4,1,4,4,4,25,10000,0,0.006743,7782.362
832,5,100,4,2,1,1,1,25,10000,0,0.007284,7462.364
833,5,100,4,2,1,1,2,25,10000,0,0.007274,7779.436
834,5,100,4,2,1,1,3,25,10000,0,0.009299,8426.614
835,5,100,4,2,1,1,4,25,10000,0,0.006716,7539.238
