n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0347,5,100,2,2,2,3,4,25,10000,0,1.5459,236,1217,256,0,10
0348,5,100,2,2,2,4,1,25,10000,0,0.9963,221,1189,250,0,10
0349,5,100,2,2,2,4,2,25,10000,0,1.0848,219,1177,253,0,10
0350,5,100,2,2,2,4,3,25,10000,0,1.0170,223,1240,258,0,10
0351,5,100,2,2,2,4,4,25,10000,0,1.6067,268,1273,255,0,10
0352,5,100,2,2,3,1,1,25,10000,0,0.9805,198,974,252,0,10
0353,5,100,2,2,3,1,2,25,10000,0,1.1952,205,1045,248,0,10
0354,5,100,2,2,3,1,3,25,10000,0,1.1511,201,1066,255,0,10
0355,5,100,2,2,3,1,4,25,10000,0,1.2194,194,986,252,0,10
0356,5,100,2,2,3,2,1,25,10000,0,0.9780,202,1048,256,0,10
0357,5,100,2,2,3,2,2,25,10000,0,1.0539,213,1066,251,0,10
0358,5,100,2,2,3,2,3,25,10000,0,0.9493,222,1082,256,0,10
0359,5,100,2,2,3,2,4,25,10000,0,1.1339,197,967,255,0,10
0360,5,100,2,2,3,3,1,25,10000,0,1.0950,217,1110,264,0,10
0361,5,100,2,2,3,3,2,25,10000,0,1.1510,231,1130,260,0,10
0362,5,100,2,2,3,3,3,25,10000,0,1.2175,216,1199,267,0,10
0363,5,100,2,2,3,3,4,25,10000,0,1.5176,221,1153,264,0,10
0364,5,100,2,2,3,4,1,25,10000,0,1.0033,225,1190,264,0,10
0365,5,100,2,2,3,4,2,25,10000,0,1.0463,238,1216,259,0,10
0366,5,100,2,2,3,4,3,25,10000,0,1.1371,223,1286,264,0,10
0367,5,100,2,2,3,4,4,25,10000,0,1.5041,226,1211,263,0,10
0368,5,100,2,2,4,1,1,25,10000,0,1.1277,196,938,241,0,10
0369,5,100,2,2,4,1,2,25,10000,0,1.0494,201,1044,248,0,10
0370,5,100,2,2,4,1,3,25,10000,0,0.9074,218,1093,253,0,10
0371,5,100,2,2,4,1,4,25,10000,0,1.3824,195,973,250,0,10
0372,5,100,2,2,4,2,1,25,10000,0,1.0559,216,1043,245,0,10
0373,5,100,2,2,4,2,2,25,10000,0,1.0343,201,1009,251,0,10
0374,5,100,2,2,4,2,3,25,10000,0,1.0532,210,1060,256,0,10
0375,5,100,2,2,4,2,4,25,10000,0,1.2761,245,1077,254,0,10
0376,5,100,2,2,4,3,1,25,10000,0,1.1120,207,1062,253,0,10
0377,5,100,2,2,4,3,2,25,10000,0,1.0687,245,1234,260,0,10
0378,5,100,2,2,4,3,3,25,10000,0,1.1184,255,1481,265,0,10
0379,5,100,2,2,4,3,4,25,10000,0,1.4481,253,1286,262,0,10
0380,5,100,2,2,4,4,1,25,10000,0,0.9225,231,1177,253,0,10
0381,5,100,2,2,4,4,2,25,10000,0,1.0385,228,1228,259,0,10
0382,5,100,2,2,4,4,3,25,10000,0,1.1147,276,1565,264,0,10
0383,5,100,2,2,4,4,4,25,10000,0,1.4016,268,1439,262,0,10
0384,5,100,2,3,1,1,1,25,10000,0,0.8340,191,814,247,0,10
0385,5,100,2,3,1,1,2,25,10000,0,0.9887,195,904,247,0,10
0386,5,100,2,3,1,1,3,25,10000,0,0.8962,219,833,255,0,10
0387,5,100,2,3,1,1,4,25,10000,0,1.1248,211,884,252,0,10
0388,5,100,2,3,1,2,1,25,10000,0,0.8206,208,910,251,0,10
0389,5,100,2,3,1,2,2,25,10000,0,0.8952,196,939,254,0,10
0390,5,100,2,3,1,2,3,25,10000,0,0.8339,204,945,259,0,10
0391,5,100,2,3,1,2,4,25,10000,0,1.2713,217,1013,259,0,10
0392,5,100,2,3,1,3,1,25,10000,0,0.8443,198,1011,259,0,10
0393,5,100,2,3,1,3,2,25,10000,0,1.0587,239,1175,259,0,10
0394,5,100,2,3,1,3,3,25,10000,0,1.0158,237,1343,267,0,10
0395,5,100,2,3,1,3,4,25,10000,0,1.3899,218,1173,264,0,10
0396,5,100,2,3,1,4,1,25,10000,0,0.9162,211,1128,259,0,10
0397,5,100,2,3,1,4,2,25,10000,0,1.2432,277,1521,259,0,10
0398,5,100,2,3,1,4,3,25,10000,0,1.1547,263,1442,267,0,10
0399,5,100,2,3,1,4,4,25,10000,0,1.4505,254,1448,264,0,10
0400,5,100,2,3,2,1,1,25,10000,0,1.0074,191,949,252,0,10
0401,5,100,2,3,2,1,2,25,10000,0,1.1192,199,958,255,0,10
0402,5,100,2,3,2,1,3,25,10000,0,0.9175,200,968,257,0,10
0403,5,100,2,3,2,1,4,25,10000,0,1.3290,205,1021,257,0,10
0404,5,100,2,3,2,2,1,25,10000,0,1.0215,189,952,256,0,10
0405,5,100,2,3,2,2,2,25,10000,0,1.0006,209,986,259,0,10
0406,5,100,2,3,2,2,3,25,10000,0,1.1415,203,1117,264,0,10
0407,5,100,2,3,2,2,4,25,10000,0,1.5368,204,1073,261,0,10
0408,5,100,2,3,2,3,1,25,10000,0,1.0338,223,1202,264,0,10
0409,5,100,2,3,2,3,2,25,10000,0,1.1572,221,1228,267,0,10
0410,5,100,2,3,2,3,3,25,10000,0,1.1810,221,1137,272,0,10
0411,5,100,2,3,2,3,4,25,10000,0,1.3352,217,1137,269,0,10
0412,5,100,2,3,2,4,1,25,10000,0,1.0847,240,1291,264,0,10
0413,5,100,2,3,2,4,2,25,10000,0,1.1445,213,1272,267,0,10
0414,5,100,2,3,2,4,3,25,10000,0,1.0350,234,1371,272,0,10
0415,5,100,2,3,2,4,4,25,10000,0,1.5970,259,1521,269,0,10
0416,5,100,2,3,3,1,1,25,10000,0,0.9085,194,958,261,0,10
0417,5,100,2,3,3,1,2,25,10000,0,1.0323,205,998,258,0,10
0418,5,100,2,3,3,1,3,25,10000,0,0.9911,205,1027,269,0,10
0419,5,100,2,3,3,1,4,25,10000,0,1.3644,228,1103,262,0,10
0420,5,100,2,3,3,2,1,25,10000,0,0.8928,208,975,265,0,10
0421,5,100,2,3,3,2,2,25,10000,0,1.0114,216,1045,263,0,10
0422,5,100,2,3,3,2,3,25,10000,0,1.0623,233,1247,273,0,10
0423,5,100,2,3,3,2,4,25,10000,0,1.3594,217,1077,267,0,10
0424,5,100,2,3,3,3,1,25,10000,0,1.0646,223,1279,273,0,10
0425,5,100,2,3,3,3,2,25,10000,0,1.2469,252,1323,270,0,10
0426,5,100,2,3,3,3,3,25,10000,0,1.1020,243,1308,281,0,10
0427,5,100,2,3,3,3,4,25,10000,0,1.2629,247,1238,274,0,10
0428,5,100,2,3,3,4,1,25,10000,0,1.1100,243,1378,273,0,10
0429,5,100,2,3,3,4,2,25,10000,0,1.2192,261,1484,270,0,10
0430,5,100,2,3,3,4,3,25,10000,0,1.1619,244,1411,281,0,10
0431,5,100,2,3,3,4,4,25,10000,0,1.4316,259,1450,274,0,10
0432,5,100,2,3,4,1,1,25,10000,0,0.9534,210,1039,258,0,10
0433,5,100,2,3,4,1,2,25,10000,0,1.0841,220,1008,260,0,10
0434,5,100,2,3,4,1,3,25,10000,0,1.2351,224,1202,264,0,10
0435,5,100,2,3,4,1,4,25,10000,0,1.3979,213,1041,265,0,10
0436,5,100,2,3,4,2,1,25,10000,0,0.9970,230,1083,259,0,10
0437,5,100,2,3,4,2,2,25,10000,0,1.2078,203,1170,263,0,10
0438,5,100,2,3,4,2,3,25,10000,0,1.0941,225,1166,267,0,10
0439,5,100,2,3,4,2,4,25,10000,0,1.3719,233,1245,268,0,10
0440,5,100,2,3,4,3,1,25,10000,0,1.1708,213,1187,268,0,10
0441,5,100,2,3,4,3,2,25,10000,0,1.1945,235,1272,272,0,10
0442,5,100,2,3,4,3,3,25,10000,0,1.0734,230,1197,276,0,10
0443,5,100,2,3,4,3,4,25,10000,0,1.5033,251,1254,277,0,10
0444,5,100,2,3,4,4,1,25,10000,0,1.0900,233,1292,267,0,10
0445,5,100,2,3,4,4,2,25,10000,0,1.1636,245,1272,271,0,10
0446,5,100,2,3,4,4,3,25,10000,0,1.0827,210,1200,275,0,10
0447,5,100,2,3,4,4,4,25,10000,0,1.4295,234,1354,276,0,10
0448,5,100,2,4,1,1,1,25,10000,0,0.9278,202,996,244,0,10
0449,5,100,2,4,1,1,2,25,10000,0,0.8873,189,938,247,0,10
0450,5,100,2,4,1,1,3,25,10000,0,0.8611,191,994,252,0,10
0451,5,100,2,4,1,1,4,25,10000,0,1.0706,210,986,254,0,10
0452,5,100,2,4,1,2,1,25,10000,0,0.8854,187,947,248,0,10
0453,5,100,2,4,1,2,2,25,10000,0,1.1020,190,958,251,0,10
0454,5,100,2,4,1,2,3,25,10000,0,1.1060,222,1290,256,0,10
0455,5,100,2,4,1,2,4,25,10000,0,1.3668,232,1228,258,0,10
0456,5,100,2,4,1,3,1,25,10000,0,1.0703,212,1166,256,0,10
0457,5,100,2,4,1,3,2,25,10000,0,1.1165,220,1246,261,0,10
0458,5,100,2,4,1,3,3,25,10000,0,1.0283,225,1165,264,0,10
0459,5,100,2,4,1,3,4,25,10000,0,1.3255,224,1307,266,0,10
0460,5,100,2,4,1,4,1,25,10000,0,1.0804,269,1358,256,0,10
0461,5,100,2,4,1,4,2,25,10000,0,1.1446,230,1277,259,0,10
0462,5,100,2,4,1,4,3,25,10000,0,1.0958,223,1255,264,0,10
0463,5,100,2,4,1,4,4,25,10000,0,1.4520,266,1384,265,0,10
0464,5,100,2,4,2,1,1,25,10000,0,1.0219,193,1016,250,0,10
0465,5,100,2,4,2,1,2,25,10000,0,1.1880,196,1034,253,0,10
0466,5,100,2,4,2,1,3,25,10000,0,0.9228,209,1005,258,0,10
0467,5,100,2,4,2,1,4,25,10000,0,1.3756,188,1105,256,0,10
0468,5,100,2,4,2,2,1,25,10000,0,1.0655,242,1064,254,0,10
0469,5,100,2,4,2,2,2,25,10000,0,1.0499,222,1073,257,0,10
0470,5,100,2,4,2,2,3,25,10000,0,1.1700,226,1204,262,0,10
0471,5,100,2,4,2,2,4,25,10000,0,1.4273,216,1225,259,0,10
0472,5,100,2,4,2,3,1,25,10000,0,1.2143,256,1480,262,0,10
0473,5,100,2,4,2,3,2,25,10000,0,1.2368,238,1277,265,0,10
0474,5,100,2,4,2,3,3,25,10000,0,1.1827,250,1262,270,0,10
0475,5,100,2,4,2,3,4,25,10000,0,1.4435,259,1477,268,0,10
0476,5,100,2,4,2,4,1,25,10000,0,1.1926,272,1430,262,0,10
0477,5,100,2,4,2,4,2,25,10000,0,1.3490,278,1477,265,0,10
0478,5,100,2,4,2,4,3,25,10000,0,1.3251,274,1561,270,0,10
0479,5,100,2,4,2,4,4,25,10000,0,1.5100,261,1547,267,0,10
0480,5,100,2,4,3,1,1,25,10000,0,1.0043,208,1041,263,0,10
0481,5,100,2,4,3,1,2,25,10000,0,1.2240,214,1030,266,0,10
0482,5,100,2,4,3,1,3,25,10000,0,1.2521,198,1156,271,0,10
0483,5,100,2,4,3,1,4,25,10000,0,1.3171,206,1111,264,0,10
0484,5,100,2,4,3,2,1,25,10000,0,1.0360,198,1032,267,0,10
0485,5,100,2,4,3,2,2,25,10000,0,1.3593,234,1247,270,0,10
0486,5,100,2,4,3,2,3,25,10000,0,1.1471,224,1373,275,0,10
0487,5,100,2,4,3,2,4,25,10000,0,1.5422,268,1420,267,0,10
0488,5,100,2,4,3,3,1,25,10000,0,1.1511,224,1251,275,0,10
0489,5,100,2,4,3,3,2,25,10000,0,1.2850,207,1198,278,0,10
0490,5,100,2,4,3,3,3,25,10000,0,1.2084,225,1273,283,0,10
0491,5,100,2,4,3,3,4,25,10000,0,1.3614,250,1330,276,0,10
0492,5,100,2,4,3,4,1,25,10000,0,1.2712,247,1499,275,0,10
0493,5,100,2,4,3,4,2,25,10000,0,1.2736,279,1487,278,0,10
0494,5,100,2,4,3,4,3,25,10000,0,1.1332,282,1467,283,0,10
0495,5,100,2,4,3,4,4,25,10000,0,1.5230,261,1411,277,0,10
0496,5,100,2,4,4,1,1,25,10000,0,1.0292,205,1073,252,0,10
0497,5,100,2,4,4,1,2,25,10000,0,1.0993,233,1101,255,0,10
0498,5,100,2,4,4,1,3,25,10000,0,1.0701,218,1232,260,0,10
0499,5,100,2,4,4,1,4,25,10000,0,1.4124,206,1131,261,0,10
0500,5,100,2,4,4,2,1,25,10000,0,0.9633,213,1072,256,0,10
0501,5,100,2,4,4,2,2,25,10000,0,1.2440,258,1356,259,0,10
0502,5,100,2,4,4,2,3,25,10000,0,1.1820,260,1422,264,0,10
0503,5,100,2,4,4,2,4,25,10000,0,1.3654,225,1184,265,0,10
0504,5,100,2,4,4,3,1,25,10000,0,1.2002,227,1189,264,0,10
0505,5,100,2,4,4,3,2,25,10000,0,1.2606,241,1307,267,0,10
0506,5,100,2,4,4,3,3,25,10000,0,1.2055,218,1253,272,0,10
0507,5,100,2,4,4,3,4,25,10000,0,1.4158,234,1250,273,0,10
0508,5,100,2,4,4,4,1,25,10000,0,1.1662,246,1376,264,0,10
0509,5,100,2,4,4,4,2,25,10000,0,1.2419,255,1357,267,0,10
0510,5,100,2,4,4,4,3,25,10000,0,1.1070,253,1377,272,0,10
0511,5,100,2,4,4,4,4,25,10000,0,1.4306,273,1413,273,0,10
0512,5,100,3,1,1,1,1,25,10000,0,1.5687,199,996,240,0,10
0513,5,100,3,1,1,1,2,25,10000,0,1.9480,234,1259,250,0,10
0514,5,100,3,1,1,1,3,25,10000,0,1.7474,256,1266,264,0,10
0515,5,100,3,1,1,1,4,25,10000,0,2.2591,216,1139,267,0,10
0516,5,100,3,1,1,2,1,25,10000,0,1.8868,208,1069,248,0,10
0517,5,100,3,1,1,2,2,25,10000,0,2.2951,249,1296,256,0,10
0518,5,100,3,1,1,2,3,25,10000,0,2.0878,236,1283,272,0,10
0519,5,100,3,1,1,2,4,25,10000,0,2.7033,240,1289,190,0,10
0520,5,100,3,1,1,3,1,25,10000,0,1.8781,230,1249,258,0,10
0521,5,100,3,1,1,3,2,25,10000,0,2.0220,266,1450,268,0,10
0522,5,100,3,1,1,3,3,25,10000,0,1.9961,227,1247,282,0,10
0523,5,100,3,1,1,3,4,25,10000,0,2.7484,255,1367,285,0,10
0524,5,100,3,1,1,4,1,25,10000,0,1.9776,236,1233,258,0,10
0525,5,100,3,1,1,4,2,25,10000,0,2.3429,297,1706,268,0,10
0526,5,100,3,1,1,4,3,25,10000,0,2.1492,235,1262,282,0,10
0527,5,100,3,1,1,4,4,25,10000,0,2.8104,266,1454,285,0,10
0528,5,100,3,1,2,1,1,25,10000,0,1.6812,195,1059,240,0,10
0529,5,100,3,1,2,1,2,25,10000,0,2.0657,226,1149,247,0,10
0530,5,100,3,1,2,1,3,25,10000,0,2.1188,243,1319,262,0,10
0531,5,100,3,1,2,1,4,25,10000,0,2.6158,221,1251,267,0,10
0532,5,100,3,1,2,2,1,25,10000,0,1.9311,227,1196,246,0,10
0533,5,100,3,1,2,2,2,25,10000,0,2.0034,217,1124,253,0,10
0534,5,100,3,1,2,2,3,25,10000,0,2.0438,221,1238,185,0,10
0535,5,100,3,1,2,2,4,25,10000,0,2.8130,223,1087,273,0,10
0536,5,100,3,1,2,3,1,25,10000,0,2.1371,255,1435,258,0,10
0537,5,100,3,1,2,3,2,25,10000,0,2.0843,254,1345,265,0,10
0538,5,100,3,1,2,3,3,25,10000,0,2.2168,230,1307,280,0,10
0539,5,100,3,1,2,3,4,25,10000,0,2.7312,261,1466,285,0,10
0540,5,100,3,1,2,4,1,25,10000,0,2.0841,265,1453,258,0,10
0541,5,100,3,1,2,4,2,25,10000,0,2.2714,282,1451,265,0,10
0542,5,100,3,1,2,4,3,25,10000,0,2.1272,269,1458,280,0,10
0543,5,100,3,1,2,4,4,25,10000,0,2.7618,268,1460,285,0,10
0544,5,100,3,1,3,1,1,25,10000,0,2.0121,210,1082,247,0,10
0545,5,100,3,1,3,1,2,25,10000,0,1.9987,277,1379,257,0,10
0546,5,100,3,1,3,1,3,25,10000,0,2.1162,199,1168,272,0,10
0547,5,100,3,1,3,1,4,25,10000,0,2.6491,225,1145,190,0,10
0548,5,100,3,1,3,2,1,25,10000,0,2.0334,189,1055,254,0,10
0549,5,100,3,1,3,2,2,25,10000,0,2.3177,226,1298,263,0,10
0550,5,100,3,1,3,2,3,25,10000,0,1.9267,225,1202,278,0,10
0551,5,100,3,1,3,2,4,25,10000,0,2.9685,225,1212,279,0,10
0552,5,100,3,1,3,3,1,25,10000,0,1.9806,259,1386,265,0,10
0553,5,100,3,1,3,3,2,25,10000,0,2.2491,274,1543,192,0,10
0554,5,100,3,1,3,3,3,25,10000,0,2.1500,243,1442,290,0,10
0555,5,100,3,1,3,3,4,25,10000,0,2.5810,272,1451,291,0,10
0556,5,100,3,1,3,4,1,25,10000,0,1.8211,247,1306,265,0,10
0557,5,100,3,1,3,4,2,25,10000,0,2.2510,285,1539,192,0,10
0558,5,100,3,1,3,4,3,25,10000,0,2.1592,250,1480,290,0,10
0559,5,100,3,1,3,4,4,25,10000,0,2.7761,285,1551,291,0,10
0560,5,100,3,1,4,1,1,25,10000,0,1.9158,232,1123,246,0,10
0561,5,100,3,1,4,1,2,25,10000,0,2.3271,200,1027,258,0,10
0562,5,100,3,1,4,1,3,25,10000,0,1.9757,247,1152,189,0,10
0563,5,100,3,1,4,1,4,25,10000,0,2.6910,235,1096,273,0,10
0564,5,100,3,1,4,2,1,25,10000,0,2.0538,259,1407,252,0,10
0565,5,100,3,1,4,2,2,25,10000,0,2.1729,249,1279,263,0,10
0566,5,100,3,1,4,2,3,25,10000,0,2.0017,220,1112,278,0,10
0567,5,100,3,1,4,2,4,25,10000,0,2.7297,218,1156,279,0,10
0568,5,100,3,1,4,3,1,25,10000,0,2.2996,271,1480,264,0,10
0569,5,100,3,1,4,3,2,25,10000,0,2.3177,260,1412,276,0,10
0570,5,100,3,1,4,3,3,25,10000,0,2.2080,283,1522,290,0,10
0571,5,100,3,1,4,3,4,25,10000,0,2.8245,248,1410,291,0,10
0572,5,100,3,1,4,4,1,25,10000,0,2.3101,313,1758,265,0,10
0573,5,100,3,1,4,4,2,25,10000,0,2.2951,295,1557,275,0,10
0574,5,100,3,1,4,4,3,25,10000,0,2.1079,288,1573,290,0,10
0575,5,100,3,1,4,4,4,25,10000,0,2.9991,247,1294,292,0,10
0576,5,100,3,2,1,1,1,25,10000,0,2.1846,251,1364,248,0,10
0577,5,100,3,2,1,1,2,25,10000,0,2.1692,218,1089,258,0,10
0578,5,100,3,2,1,1,3,25,10000,0,1.9207,239,1220,189,0,10
0579,5,100,3,2,1,1,4,25,10000,0,2.6106,218,1184,276,0,10
0580,5,100,3,2,1,2,1,25,10000,0,2.0467,252,1416,256,0,10
0581,5,100,3,2,1,2,2,25,10000,0,2.2063,246,1265,264,0,10
0582,5,100,3,2,1,2,3,25,10000,0,2.0715,238,1336,280,0,10
0583,5,100,3,2,1,2,4,25,10000,0,2.5144,207,1143,192,0,10
0584,5,100,3,2,1,3,1,25,10000,0,2.0713,261,1448,266,0,10
0585,5,100,3,2,1,3,2,25,10000,0,2.3818,243,1374,277,0,10
0586,5,100,3,2,1,3,3,25,10000,0,2.0946,270,1435,294,0,10
0587,5,100,3,2,1,3,4,25,10000,0,2.8065,257,1355,294,0,10
0588,5,100,3,2,1,4,1,25,10000,0,2.1195,301,1583,266,0,10
0589,5,100,3,2,1,4,2,25,10000,0,2.3619,306,1797,276,0,10
0590,5,100,3,2,1,4,3,25,10000,0,2.3467,277,1583,290,0,10
0591,5,100,3,2,1,4,4,25,10000,0,2.9297,309,1675,296,0,10
0592,5,100,3,2,2,1,1,25,10000,0,2.2547,234,1122,248,0,10
0593,5,100,3,2,2,1,2,25,10000,0,2.2834,220,1188,256,0,10
0594,5,100,3,2,2,1,3,25,10000,0,2.1945,226,1194,271,0,10
0595,5,100,3,2,2,1,4,25,10000,0,2.7274,239,1265,274,0,10
0596,5,100,3,2,2,2,1,25,10000,0,2.1750,212,1269,254,0,10
0597,5,100,3,2,2,2,2,25,10000,0,2.2940,239,1328,261,0,10
0598,5,100,3,2,2,2,3,25,10000,0,2.0288,220,1153,276,0,10
0599,5,100,3,2,2,2,4,25,10000,0,2.6046,250,1350,279,0,10
0600,5,100,3,2,2,3,1,25,10000,0,2.2138,243,1261,266,0,10
0601,5,100,3,2,2,3,2,25,10000,0,2.3531,263,1309,274,0,10
0602,5,100,3,2,2,3,3,25,10000,0,2.2054,235,1330,289,0,10
0603,5,100,3,2,2,3,4,25,10000,0,2.9916,277,1504,294,0,10
0604,5,100,3,2,2,4,1,25,10000,0,2.1169,251,1434,266,0,10
0605,5,100,3,2,2,4,2,25,10000,0,2.3591,296,1645,273,0,10
0606,5,100,3,2,2,4,3,25,10000,0,2.0695,264,1466,288,0,10
0607,5,100,3,2,2,4,4,25,10000,0,2.9067,301,1654,184,0,10
0608,5,100,3,2,3,1,1,25,10000,0,1.9455,234,1257,256,0,10
0609,5,100,3,2,3,1,2,25,10000,0,2.4722,237,1321,265,0,10
0610,5,100,3,2,3,1,3,25,10000,0,1.9151,216,1192,280,0,10
0611,5,100,3,2,3,1,4,25,10000,0,2.6295,211,1016,190,0,10
0612,5,100,3,2,3,2,1,25,10000,0,2.0412,276,1491,262,0,10
0613,5,100,3,2,3,2,2,25,10000,0,2.4232,230,1266,270,0,10
0614,5,100,3,2,3,2,3,25,10000,0,2.0699,230,1244,285,0,10
0615,5,100,3,2,3,2,4,25,10000,0,2.7619,223,1233,287,0,10
0616,5,100,3,2,3,3,1,25,10000,0,2.0587,267,1459,191,0,10
0617,5,100,3,2,3,3,2,25,10000,0,2.1856,238,1380,283,0,10
0618,5,100,3,2,3,3,3,25,10000,0,2.2512,253,1423,298,0,10
0619,5,100,3,2,3,3,4,25,10000,0,2.4538,264,1380,300,0,10
0620,5,100,3,2,3,4,1,25,10000,0,2.1425,279,1549,190,0,10
0621,5,100,3,2,3,4,2,25,10000,0,2.3244,237,1307,282,0,10
0622,5,100,3,2,3,4,3,25,10000,0,2.2363,298,1689,297,0,10
0623,5,100,3,2,3,4,4,25,10000,0,2.8886,285,1595,299,0,10
0624,5,100,3,2,4,1,1,25,10000,0,2.1702,221,1133,255,0,10
0625,5,100,3,2,4,1,2,25,10000,0,2.1909,231,1305,266,0,10
0626,5,100,3,2,4,1,3,25,10000,0,2.2289,240,1230,281,0,10
0627,5,100,3,2,4,1,4,25,10000,0,2.6307,264,1393,282,0,10
0628,5,100,3,2,4,2,1,25,10000,0,2.1826,245,1263,260,0,10
0629,5,100,3,2,4,2,2,25,10000,0,2.3613,225,1287,188,0,10
0630,5,100,3,2,4,2,3,25,10000,0,2.3485,250,1293,286,0,10
0631,5,100,3,2,4,2,4,25,10000,0,2.9313,256,1358,287,0,10
0632,5,100,3,2,4,3,1,25,10000,0,2.0571,251,1199,187,0,10
0633,5,100,3,2,4,3,2,25,10000,0,2.3127,265,1389,285,0,10
0634,5,100,3,2,4,3,3,25,10000,0,2.1682,240,1305,299,0,10
0635,5,100,3,2,4,3,4,25,10000,0,2.8648,278,1634,300,0,10
0636,5,100,3,2,4,4,1,25,10000,0,2.1674,247,1381,272,0,10
0637,5,100,3,2,4,4,2,25,10000,0,2.3674,284,1467,283,0,10
0638,5,100,3,2,4,4,3,25,10000,0,2.2858,271,1511,298,0,10
0639,5,100,3,2,4,4,4,25,10000,0,2.6183,272,1574,299,0,10
0640,5,100,3,3,1,1,1,25,10000,0,1.8646,219,1136,264,0,10
0641,5,100,3,3,1,1,2,25,10000,0,2.0877,219,1202,190,0,10
0642,5,100,3,3,1,1,3,25,10000,0,2.0312,239,1256,288,0,10
0643,5,100,3,3,1,1,4,25,10000,0,2.5227,232,1223,190,0,10
0644,5,100,3,3,1,2,1,25,10000,0,1.9128,232,1292,275,0,10
0645,5,100,3,3,1,2,2,25,10000,0,2.3074,227,1229,283,0,10
0646,5,100,3,3,1,2,3,25,10000,0,2.0466,250,1324,297,0,10
0647,5,100,3,3,1,2,4,25,10000,0,2.9267,261,1379,300,0,10
0648,5,100,3,3,1,3,1,25,10000,0,1.9464,240,1265,282,0,10
0649,5,100,3,3,1,3,2,25,10000,0,2.5354,264,1494,291,0,10
0650,5,100,3,3,1,3,3,25,10000,0,1.9113,245,1349,306,0,10
0651,5,100,3,3,1,3,4,25,10000,0,2.9902,316,1779,309,0,10
0652,5,100,3,3,1,4,1,25,10000,0,1.9401,229,1230,190,0,10
0653,5,100,3,3,1,4,2,25,10000,0,2.3581,316,1802,291,0,10
0654,5,100,3,3,1,4,3,25,10000,0,2.0089,256,1396,306,0,10
0655,5,100,3,3,1,4,4,25,10000,0,2.9119,267,1531,309,0,10
0656,5,100,3,3,2,1,1,25,10000,0,2.0688,284,1454,262,0,10
0657,5,100,3,3,2,1,2,25,10000,0,2.1841,222,1194,185,0,10
0658,5,100,3,3,2,1,3,25,10000,0,2.2372,244,1255,286,0,10
0659,5,100,3,3,2,1,4,25,10000,0,2.6994,235,1132,291,0,10
0660,5,100,3,3,2,2,1,25,10000,0,1.9499,253,1347,190,0,10
0661,5,100,3,3,2,2,2,25,10000,0,2.1543,220,1110,280,0,10
0662,5,100,3,3,2,2,3,25,10000,0,2.1830,280,1513,295,0,10
0663,5,100,3,3,2,2,4,25,10000,0,2.9189,283,1492,298,0,10
0664,5,100,3,3,2,3,1,25,10000,0,2.1992,237,1284,280,0,10
0665,5,100,3,3,2,3,2,25,10000,0,2.4205,271,1531,289,0,10
0666,5,100,3,3,2,3,3,25,10000,0,2.2042,295,1681,304,0,10
0667,5,100,3,3,2,3,4,25,10000,0,2.6657,319,1665,195,0,10
0668,5,100,3,3,2,4,1,25,10000,0,2.0498,279,1501,280,0,10
0669,5,100,3,3,2,4,2,25,10000,0,2.3003,266,1415,289,0,10
0670,5,100,3,3,2,4,3,25,10000,0,2.2113,273,1461,304,0,10
0671,5,100,3,3,2,4,4,25,10000,0,2.5340,320,1833,197,0,10
0672,5,100,3,3,3,1,1,25,10000,0,2.0752,232,1234,271,0,10
0673,5,100,3,3,3,1,2,25,10000,0,2.1320,223,1192,280,0,10
0674,5,100,3,3,3,1,3,25,10000,0,2.1735,248,1350,295,0,10
0675,5,100,3,3,3,1,4,25,10000,0,2.5519,253,1314,297,0,10
0676,5,100,3,3,3,2,1,25,10000,0,1.8514,226,1183,278,0,10
0677,5,100,3,3,3,2,2,25,10000,0,2.0725,225,1211,287,0,10
0678,5,100,3,3,3,2,3,25,10000,0,2.1468,260,1323,302,0,10
0679,5,100,3,3,3,2,4,25,10000,0,2.7236,291,1526,306,0,10
0680,5,100,3,3,3,3,1,25,10000,0,2.1324,263,1418,289,0,10
0681,5,100,3,3,3,3,2,25,10000,0,2.3454,318,1810,298,0,10
0682,5,100,3,3,3,3,3,25,10000,0,1.9255,334,1818,203,0,10
0683,5,100,3,3,3,3,4,25,10000,0,2.5096,397,2283,202,0,10
0684,5,100,3,3,3,4,1,25,10000,0,2.0357,280,1589,289,0,10
0685,5,100,3,3,3,4,2,25,10000,0,2.4397,279,1764,298,0,10
0686,5,100,3,3,3,4,3,25,10000,0,2.0276,305,1819,202,0,10
0687,5,100,3,3,3,4,4,25,10000,0,2.5947,360,2144,205,0,10
0688,5,100,3,3,4,1,1,25,10000,0,2.0449,257,1303,187,0,10
0689,5,100,3,3,4,1,2,25,10000,0,2.1775,232,1219,281,0,10
0690,5,100,3,3,4,1,3,25,10000,0,2.2760,245,1313,294,0,10
0691,5,100,3,3,4,1,4,25,10000,0,2.7978,265,1409,297,0,10
0692,5,100,3,3,4,2,1,25,10000,0,2.0685,229,1215,278,0,10
0693,5,100,3,3,4,2,2,25,10000,0,2.4209,241,1284,288,0,10
